100
100 1000
51 69 10
51 59 5
51 66 6
51 2 9
51 44 8
51 81 1
52 69 9
52 17 1
52 86 6
52 37 5
52 20 3
52 64 8
52 16 1
52 38 8
52 18 5
52 23 4
53 71 8
53 76 10
53 26 7
53 92 4
53 80 1
53 65 4
53 4 10
53 94 3
53 16 3
53 85 10
54 26 1
54 73 10
54 68 2
54 38 1
54 22 10
54 45 8
54 35 2
54 49 1
54 9 6
54 48 2
54 64 4
54 61 3
55 69 5
55 80 1
55 24 9
55 91 2
55 14 4
55 22 10
55 16 9
55 67 10
55 18 8
55 82 1
56 74 2
56 58 8
56 66 7
56 87 6
56 27 7
56 68 7
56 48 7
56 97 6
56 5 3
56 24 5
56 88 6
57 64 3
57 4 4
57 82 4
57 10 4
57 68 10
57 19 3
57 91 1
57 12 6
58 49 4
58 56 8
58 69 7
58 27 10
58 89 5
58 66 6
59 41 8
59 33 5
59 88 8
59 30 7
59 17 9
59 44 3
59 91 9
59 51 5
59 49 9
59 47 8
60 19 3
60 25 2
60 18 2
60 10 7
60 23 8
60 33 4
60 28 5
60 51 8
60 90 4
60 44 1
60 86 5
60 14 6
60 70 7
60 5 7
61 34 1
61 21 3
61 66 1
61 31 9
61 48 2
61 54 3
61 98 9
61 99 3
61 67 4
61 75 10
62 20 3
62 95 3
62 93 4
62 37 9
62 40 4
62 27 3
63 71 7
63 36 6
63 65 6
63 48 1
63 37 10
63 0 2
63 15 2
63 78 5
63 44 5
64 39 4
64 73 2
64 57 3
64 52 8
64 95 6
64 67 5
64 14 1
64 69 1
64 75 8
64 38 6
64 84 3
64 54 4
64 99 1
64 91 6
65 88 9
65 46 3
65 26 8
65 13 9
65 63 6
65 77 9
65 49 4
65 86 10
65 53 4
65 42 1
65 75 8
66 61 1
66 32 3
66 56 7
66 9 7
66 37 7
66 2 10
66 51 6
66 67 7
66 7 6
66 27 6
66 58 6
67 29 10
67 12 4
67 19 7
67 49 10
67 11 8
67 18 10
67 94 3
67 64 5
67 39 4
67 55 10
67 84 2
67 66 7
67 24 7
67 61 4
68 31 6
68 54 2
68 56 7
68 45 6
68 46 1
68 40 9
68 57 10
68 0 4
69 10 7
69 55 5
69 2 10
69 52 9
69 58 7
69 7 2
69 64 1
69 51 10
69 90 3
69 42 4
69 35 3
69 78 7
69 72 9
69 74 2
70 18 7
70 20 7
70 7 6
70 33 1
70 60 7
70 75 10
70 71 5
70 88 6
71 26 2
71 63 7
71 53 8
71 16 3
71 50 7
71 73 4
71 7 7
71 36 4
71 88 10
71 70 5
72 28 2
72 49 8
72 5 3
72 21 2
72 16 8
72 15 1
72 0 9
72 32 4
72 69 9
73 95 9
73 54 10
73 64 2
73 71 4
73 91 5
73 10 3
73 7 7
73 16 5
74 17 7
74 56 2
74 75 4
74 44 1
74 3 1
74 6 1
74 19 4
74 21 6
74 69 2
75 19 1
75 74 4
75 94 8
75 80 6
75 92 3
75 70 10
75 13 9
75 25 8
75 21 10
75 64 8
75 9 4
75 95 4
75 65 8
75 61 10
76 20 9
76 89 3
76 78 10
76 46 8
76 26 5
76 53 10
76 98 5
76 39 2
76 31 8
76 42 1
76 14 4
77 91 4
77 34 4
77 38 5
77 23 2
77 19 10
77 14 1
77 27 6
77 65 9
77 89 1
77 11 8
77 41 4
77 79 5
78 15 6
78 18 8
78 27 6
78 76 10
78 86 2
78 96 8
78 90 1
78 8 10
78 32 6
78 69 7
78 63 5
79 88 1
79 90 1
79 2 7
79 97 6
79 81 9
79 92 3
79 77 5
79 39 7
80 55 1
80 1 4
80 13 2
80 82 10
80 75 6
80 47 7
80 53 1
80 18 6
80 4 10
81 0 1
81 29 7
81 79 9
81 42 3
81 88 4
81 48 10
81 51 1
82 23 2
82 95 2
82 80 10
82 57 4
82 97 10
82 19 3
82 25 6
82 24 1
82 8 1
82 99 9
82 55 1
83 47 4
83 99 3
83 4 3
83 97 8
83 34 8
83 36 7
83 27 2
83 88 10
83 13 4
84 85 10
84 6 8
84 21 5
84 10 2
84 37 6
84 67 2
84 64 3
85 84 10
85 27 10
85 7 3
85 32 2
85 87 5
85 42 5
85 97 6
85 9 1
85 53 10
86 13 7
86 25 5
86 52 6
86 10 9
86 78 2
86 60 5
86 8 10
86 65 10
86 41 9
87 14 7
87 8 3
87 56 6
87 94 5
87 85 5
87 28 7
87 97 4
87 38 7
88 51 4
88 65 9
88 4 8
88 20 6
88 89 10
88 79 1
88 33 8
88 25 9
88 97 9
88 59 8
88 7 4
88 91 7
88 43 4
88 83 10
88 3 10
88 81 4
88 71 10
88 56 6
88 70 6
88 8 6
89 88 10
89 76 3
89 27 2
89 93 3
89 20 1
89 58 5
89 77 1
89 1 3
89 17 10
89 47 4
90 51 9
90 2 4
90 92 7
90 99 2
90 79 1
90 36 9
90 33 5
90 60 4
90 28 2
90 78 1
90 69 3
90 38 10
91 77 4
91 99 8
91 97 5
91 41 7
91 7 8
91 55 2
91 59 9
91 43 5
91 49 6
91 88 7
91 23 4
91 42 3
91 38 1
91 29 7
91 73 5
91 64 6
91 57 1
91 94 4
92 90 7
92 36 9
92 75 3
92 79 3
92 20 6
92 27 7
92 9 1
92 53 4
92 10 6
92 30 2
93 11 6
93 33 9
93 5 4
93 94 5
93 89 3
93 25 9
93 26 8
93 62 4
93 16 9
94 1 5
94 30 9
94 0 1
94 75 8
94 93 5
94 10 4
94 67 3
94 87 5
94 98 8
94 97 2
94 53 3
94 91 4
95 73 9
95 3 1
95 82 2
95 64 6
95 62 3
95 25 3
95 10 4
95 0 3
95 75 4
95 39 2
96 37 9
96 18 8
96 78 8
96 5 4
97 91 5
97 37 7
97 79 6
97 88 9
97 50 2
97 83 8
97 15 5
97 82 10
97 94 2
97 56 6
97 2 6
97 87 4
97 85 6
98 43 5
98 14 7
98 34 5
98 31 8
98 28 2
98 94 8
98 76 5
98 61 9
98 45 4
98 8 8
98 35 1
99 90 2
99 91 8
99 83 3
99 4 8
99 43 5
99 3 5
99 64 1
99 48 10
99 61 3
99 82 9
500
1
Y
63 34 58 4
42 46
1
Y
87 54
174 180
2
Y
99 93 82 40
18 21
Y
66
110 114
2
Y
29 41 35 61 83
197 198
Y
38 2 93 84
4 11
1
Y
21
168 174
1
Y
82 77 71 39 11
6 11
2
Y
80 32 72
152 162
Y
57 62 12 64 84
0 8
2
Y
55 1
101 111
Y
36
44 45
1
Y
38 46 64 4
89 94
1
Y
5 56 66
191 193
2
Y
31 29 2
9 16
Y
14 30
155 158
2
Y
44 65 0
102 109
Y
46
123 125
2
Y
77
141 144
Y
73 65
122 126
1
Y
77
179 183
2
Y
87 99
87 89
Y
99 35 93 48 52
160 165
2
Y
55 23 85 70 17
156 163
Y
20 81 69 67
66 75
2
Y
12 63
82 91
Y
1 70 98 8 81
100 108
1
Y
85
44 54
1
Y
92 73 30 36
130 140
1
Y
41 6 35
57 60
2
Y
47 6 7 94 34
28 36
Y
7 91 26 89 67
152 160
1
Y
20 36 32
153 163
1
Y
79
178 181
2
Y
30 53 87 79 18
54 63
Y
66 48 18 30 76
151 161
2
Y
31 62 49 64 94
140 150
Y
64 35
123 132
1
Y
94 87
44 49
2
Y
9 46
144 154
Y
0 27 11 25
53 54
1
Y
18
117 122
2
Y
77 22
153 160
Y
65 73 14 43
194 199
1
Y
57 64 7 12
12 19
2
Y
17 1
148 148
Y
66 76
123 131
1
Y
73 88 31 20
32 41
2
Y
83 66 75 17 18
30 39
Y
69 24
30 35
2
Y
84 14
142 149
Y
75 43 14
86 89
2
Y
72 91 86
133 141
Y
63 85 1 52 49
126 127
1
Y
2 43 73
74 80
1
Y
68 95 98 25
23 26
2
Y
51 41 92 64
61 71
Y
68 65 82
4 14
2
Y
81 63 48 84
151 155
Y
35 28 91
145 146
2
Y
26
93 100
Y
48 45 19 99 39
68 70
1
Y
16
175 182
1
Y
92 42 87
101 107
1
Y
57 82
90 91
1
Y
30 4 85
99 106
1
Y
56
79 88
1
Y
48 7
183 187
2
Y
7 80 84
126 127
Y
51
58 65
1
Y
99
156 161
1
Y
55 62 18
137 142
1
Y
45 87 47 20
134 142
1
Y
54 50 45
81 91
2
Y
73 75 88 57 29
67 67
Y
59 6
26 30
2
Y
55
115 119
Y
73
128 130
2
Y
60 45 95
73 75
Y
64 87
137 143
2
Y
23 53 24 22 3
187 192
Y
72 59 54 28 25
130 137
2
Y
55 74 58 68 46
3 5
Y
45 85 98 86
196 198
1
Y
89 6
1 2
1
Y
57 53
37 42
1
Y
18 39 37 57
96 98
1
Y
32
116 126
2
Y
49 53 13 50 78
108 110
Y
30 28 60
78 87
2
Y
28 99 35 65 10
98 104
Y
84 55
30 32
1
Y
79 85 33 96 38
53 59
2
Y
31 87
105 111
Y
21
176 184
2
Y
99 12
103 108
Y
17
54 58
2
Y
51
171 172
Y
58 57
41 45
1
Y
62 11 58 16 55
118 123
2
Y
91 58 78
61 62
Y
69 40 7 55 35
0 3
1
Y
76 93 36
35 40
2
Y
26 2
27 35
Y
82 44 73 56 75
51 54
1
Y
29 59 86 4 54
39 42
2
Y
37 1 8
70 80
Y
76
78 81
2
Y
81 11 20
184 185
Y
67
168 171
1
Y
57 76
148 150
2
Y
4 41 36 46
112 115
Y
36 50 11 84 90
24 28
1
Y
7 50 72
104 106
2
Y
13 87
170 176
Y
28 12 99
114 124
2
Y
75 30 65 10 61
83 92
Y
43 95 96 46 0
74 76
2
Y
79 65 74 59 2
167 170
Y
12 6 47 33
80 81
2
Y
95 15
129 134
Y
84 77 68
97 107
2
Y
36 62 41 3
114 120
Y
52 45 11
130 135
2
Y
44
189 191
Y
37 36 84 27
155 159
2
Y
11 31 97
116 124
Y
42 74 83 15 58
21 26
1
Y
38 16 47 8 60
147 155
2
Y
13
63 69
Y
29 1
133 139
1
Y
27
103 109
2
Y
17 87
2 2
Y
42 76 88 46
34 43
1
Y
40 26 90
41 51
2
Y
53 59 71 87 57
4 10
Y
73 6
183 184
2
Y
9 37
182 187
Y
16 9
16 20
1
Y
85
150 160
1
Y
23 96 73 74 52
122 126
2
Y
55 7
147 153
Y
23 17
123 133
1
Y
32 17 90
10 20
2
Y
55 74 61
121 121
Y
20 85 59 47
73 75
2
Y
50 79 51 60
181 186
Y
51 20 54 41
69 75
1
Y
90 53 51 12 43
60 64
2
Y
38 49 26 1 32
29 38
Y
73 71
90 98
2
Y
90 74 59 12
97 107
Y
55 87
125 125
2
Y
67 37
172 174
Y
8 26 32 64
28 34
1
Y
32
116 119
2
Y
57 63 45 50 60
22 22
Y
17 58 13
98 108
2
Y
68 81 14 52 24
77 80
Y
91 24
7 9
1
Y
38 8
75 83
2
Y
8 70 0 69
115 118
Y
12 17 19 88 85
93 95
2
Y
69 14 6
70 75
Y
56 57 62 38
115 125
2
Y
59 82 86 30
17 27
Y
16
94 101
1
Y
68 59 85 10 37
148 156
1
Y
91 66 50
192 193
2
Y
41 86 69
137 137
Y
16 92 39 86 76
28 35
1
Y
24 99 57 21 6
138 140
2
Y
1 62 83 0
17 27
Y
32 47 93
151 161
1
Y
96
97 102
2
Y
75
3 10
Y
14 92 71 17 80
122 132
1
Y
58
121 123
1
Y
43
18 21
2
Y
28 39 79
173 180
Y
67 44
123 132
2
Y
20 39 75 9 62
106 107
Y
90 36 70 89
156 163
2
Y
18 35 13 79
117 120
Y
97 95
11 17
2
Y
29 73 61 99 92
14 14
Y
23 95 68 32
9 12
1
Y
41 1
115 124
1
Y
27 69
14 20
2
Y
61 99 29 90 77
35 42
Y
43 1 61 42 87
144 148
1
Y
34 30 60
49 59
2
Y
1 49 70 23 46
24 24
Y
18
17 21
2
Y
17 96 21
71 79
Y
2 95
135 145
2
Y
60 76 73 35 72
32 37
Y
63 42 8 45 24
178 181
2
Y
0 95 61 79 88
64 64
Y
7 40 42
91 98
2
Y
45 15 69 10
61 62
Y
58 74 67 57 56
27 28
2
Y
70 27 68 93 3
110 110
Y
32 77 15
33 37
2
Y
43 13 85 96
23 27
Y
62 21 19 91 44
174 181
1
Y
43 26 8 35 89
167 171
2
Y
35 75 98
91 93
Y
67 48 56 9
140 143
2
Y
22 40 24
164 164
Y
16 35
158 161
1
Y
52 86
19 25
2
Y
90
8 17
Y
64 98 48
3 13
2
Y
38 58 87
52 57
Y
14 27
182 186
2
Y
12 78 39 60 64
30 33
Y
1 25 56 11 12
143 150
2
Y
91 54 27
26 29
Y
77
58 61
2
Y
85 40 21 88 1
8 10
Y
55 59 93 7 20
97 107
2
Y
93 4
139 149
Y
9 84 85
61 65
1
Y
50
127 133
2
Y
68 43
80 84
Y
67 18
128 135
1
Y
49 36 97
85 86
1
Y
1 93 60
107 111
2
Y
48 88
25 34
Y
43 42 71 0 14
67 74
2
Y
15 59 87 68
78 79
Y
21
58 60
1
Y
66 5 83 7 1
90 94
2
Y
13 65 48
65 75
Y
85 27 79
54 57
2
Y
55 10 86 93
68 69
Y
81 47 90 36
106 114
1
Y
99
185 193
2
Y
73 86 11 55
22 23
Y
74
36 43
1
Y
16 2 31 37
151 151
2
Y
18 44 72 43
181 191
Y
46 70 10 18 26
123 132
2
Y
79 30 44 15
185 188
Y
21 10 2 55 67
27 36
1
Y
72 56 96 35 34
136 143
2
Y
16 79 53
20 25
Y
31 14 74 24
138 143
1
Y
93 31
138 141
1
Y
28 94 24 23
139 139
1
Y
29 98 33 61
6 8
1
Y
46 48
66 74
1
Y
18 3 26 8 87
148 155
1
Y
77 10 34
168 176
2
Y
58
129 137
Y
70 86 26 91 51
120 130
1
Y
20
179 179
2
Y
83 38 97 27 85
45 49
Y
94 49 11 36 91
163 169
2
Y
17 64 22
72 78
Y
75 94
192 196
1
Y
46
121 124
2
Y
6 14 47
72 78
Y
94 51 84 76 65
156 164
1
Y
91
21 23
1
Y
32 34 7 52
144 148
2
Y
68 66 99 80
140 145
Y
51 69 13 85
159 166
1
Y
41 97
154 154
1
Y
92 13
144 145
2
Y
2
93 100
Y
13
55 63
1
Y
49 68 94 34 76
18 20
2
Y
98
69 78
Y
70 86 84 25 75
57 67
2
Y
67 42 94 63 32
157 165
Y
46 20 49 50
6 10
2
Y
22 61 70 93 71
120 125
Y
19 95 89 22 1
172 176
1
Y
45 39 0 38
49 54
2
Y
61 12 30 62 82
21 26
Y
0 95 19 42
116 120
1
Y
16 80 2 94
1 4
1
Y
0 58 28
120 124
1
Y
9 39 22 38 70
148 148
2
Y
95
79 86
Y
78
28 32
2
Y
77 95 9 7
157 167
Y
59 67 89
80 87
2
Y
17
80 85
Y
16 42 4 70
99 102
1
Y
24 36 93 48 65
91 100
2
Y
6 81 96
44 52
Y
89 8 45 95
36 42
2
Y
21
44 46
Y
33 49 41 72 23
56 60
1
Y
30 34 38 3 41
47 48
1
Y
89 73 19 59 20
177 182
2
Y
64 15 39 40
27 29
Y
87
107 107
1
Y
45
136 137
1
Y
20
43 43
2
Y
51 35
114 121
Y
74 87 44
113 120
2
Y
24 14 81 42 75
33 41
Y
13 96 27 4
115 122
1
Y
81 68 97 47 69
60 68
2
Y
49 24
84 90
Y
8 17 71 16 42
12 22
1
Y
92 42 15 25
108 113
2
Y
24 68 3 99 88
58 65
Y
82 64
84 87
2
Y
13 78 38 80 85
41 45
Y
80 31 37 55
136 138
1
Y
46
32 32
2
Y
14 56
20 23
Y
58 72 38 34 53
102 110
2
Y
57 90 28 32 39
5 15
Y
29 53 77
113 114
2
Y
47 70 83 99 25
53 63
Y
42 4 92 47 26
146 154
1
Y
79 20 44 34
192 198
1
Y
13 60 22 97
78 80
2
Y
92
15 24
Y
57
199 200
1
Y
72 37 20 23 31
105 113
1
Y
80
99 109
1
Y
41 59 27
139 145
1
Y
78 85 15 1
192 196
1
Y
28 61 93 92 43
119 124
2
Y
75
87 92
Y
24
47 50
2
Y
11 67 98
70 73
Y
77 56
112 119
2
Y
18 62
97 99
Y
7 9
9 10
2
Y
89
119 127
Y
39 48 23
0 5
1
Y
41 44 84 67 7
161 168
1
Y
29 6 57 93
110 114
1
Y
53
48 51
2
Y
29 87 80 35 98
9 19
Y
55 65 14 30
4 6
1
Y
85
132 139
1
Y
66
66 66
2
Y
78 22 76 53
91 91
Y
20 91
171 173
2
Y
20 37 3
119 120
Y
30
14 23
1
Y
75
172 182
1
Y
82 96 34
146 147
1
Y
42 28 76
87 88
1
Y
12 74 60 64
101 110
2
Y
54 70 35 61 78
46 47
Y
10
70 71
2
Y
23 75 91 15
192 192
Y
70 97 9 4
129 129
2
Y
28
123 126
Y
86 71
48 49
1
Y
24 77
168 176
1
Y
32
118 119
1
Y
20 44 81
84 89
2
Y
80 66 21
100 105
Y
62 73 34
89 95
1
Y
46
22 28
2
Y
56 63 43
193 197
Y
21
145 153
1
Y
98 75 70 79
22 32
2
Y
15 32 80 65
53 60
Y
51 8 16 66 21
17 18
2
Y
49 43 9 41 48
38 39
Y
64 32
94 96
1
Y
53 93
95 101
2
Y
22 52 1
110 114
Y
51 63
72 76
1
Y
47
55 55
1
Y
20 94 17 27 61
47 57
2
Y
91 61 68 11
10 15
Y
69 29
114 118
2
Y
61 69 6 64 42
32 35
Y
44 36
31 36
1
Y
59 47 98
38 45
1
Y
0 90 36
115 125
1
Y
3 61
21 31
1
Y
44 55 68
192 199
2
Y
84 64
25 32
Y
45
169 179
2
Y
89 86 53 30 1
19 29
Y
76 67
179 186
2
Y
75 33 44
47 56
Y
49 7 90 78 47
131 135
2
Y
13
133 142
Y
24 1 12 4
48 58
1
Y
68 4 45 93 55
9 13
2
Y
82 50
176 186
Y
33 49 79 90 71
36 38
1
Y
82
126 136
1
Y
75 26
2 3
2
Y
14
187 197
Y
1 53
102 106
2
Y
65 34
168 172
Y
56 55 9 12
40 47
2
Y
16
122 132
Y
83 52
53 61
2
Y
16
186 189
Y
52 43
37 45
1
Y
3 19
4 12
2
Y
51
59 64
Y
85
159 166
2
Y
18 86
94 101
Y
98 85
162 167
2
Y
83 35
148 156
Y
61 42 95 69
136 142
1
Y
32 89 52 22
120 125
1
Y
3
120 128
1
Y
14 93 13 74
98 105
1
Y
7 44 58
2 9
1
Y
99 98
42 42
2
Y
4 50 13 79
69 70
Y
9 70 60 80 49
134 135
1
Y
31 94 37 78
151 153
2
Y
8 50 26
145 146
Y
42 57 16 20 45
174 176
1
Y
30 86 23
152 157
1
Y
57
149 158
2
Y
59 88 29 54 90
64 69
Y
13 5 35 43
54 56
1
Y
69 80
28 31
1
Y
71 29 88
54 63
2
Y
90 59 0 72 62
113 118
Y
48 93 68 43
79 89
1
Y
56
13 15
1
Y
31 94
132 140
1
Y
30 32 58 34 76
54 63
1
Y
37 59 49 54
81 83
1
Y
58
152 156
2
Y
60 94 35 12 74
172 179
Y
79 3
88 98
1
Y
46 49 8 52 98
144 147
2
Y
70 89 86
185 195
Y
31 35 95 22 24
21 29
1
Y
9 20
61 62
1
Y
92 6 7
102 105
1
Y
76
35 35
2
Y
6 74 50
21 27
Y
43 40 11 39
66 76
2
Y
85
144 153
Y
5 98
104 114
2
Y
18 87
5 7
Y
4 15 74 53 41
63 66
2
Y
36
106 107
Y
4 77
130 131
2
Y
85
174 176
Y
62 13 40 88
32 32
2
Y
25 84 26 55
122 126
Y
98
7 13
2
Y
17 0
125 132
Y
58 60 38
112 117
2
Y
56 18
152 156
Y
73 88 70 84 2
179 183
2
Y
36
118 123
Y
32 8 79
136 143
1
Y
28
118 121
1
Y
27 26 22 61 51
192 193
1
Y
97 13 17 80 29
78 88
1
Y
94 25
102 112
2
Y
42
75 76
Y
76
152 160
2
Y
97 98 5 14
176 186
Y
2
3 5
2
Y
83 30 36
107 116
Y
59 83 33 67
76 86
2
Y
61 36 93 64 88
89 98
Y
2 33 27
5 5
2
Y
43
38 41
Y
9
70 80
2
Y
68 8 91 66 87
172 175
Y
57
153 161
2
Y
58 47
22 25
Y
47 74 64 56
183 188
1
Y
29 72
62 71
2
Y
61 71 98
104 112
Y
52 36 45
175 182
2
Y
22
82 89
Y
48 77 40
179 184
2
Y
24 13 9
18 18
Y
22 88 20 55 38
108 115
1
Y
35 39 63
45 52
1
Y
40 42 74 5 46
111 116
1
Y
65 61 28 6 49
132 136
2
Y
91 50 33 79
11 17
Y
61 52
5 11
1
Y
70
89 91
2
Y
80 65 75 0
102 106
Y
42 33 65 64 67
12 14
2
Y
66 54 33
68 77
Y
42 24 5
102 112
2
Y
47 3 35
2 2
Y
97 38
29 34
2
Y
65 94 35 29
65 72
Y
53 82 77
7 14
2
Y
81 30 68 33
50 54
Y
78 6 7
81 90
2
Y
55
45 55
Y
51 76
168 168
2
Y
72
53 53
Y
92 27 76 48
167 167
2
Y
62 99 96
62 66
Y
72 52 5 89
146 152
1
Y
0 58 89 94 43
11 16
2
Y
47
6 13
Y
82
33 37
2
Y
54
190 194
Y
9 71
27 34
2
Y
59
112 115
Y
7
141 147
2
Y
98
16 18
Y
64
131 138
1
Y
2 32 9
121 122
2
Y
63 95
116 118
Y
5 92
141 147
2
Y
75 93 73 66 21
12 17
Y
69 29 54 68 4
14 24
1
Y
74 73 44 8 69
152 157
1
Y
72 2 62 53 88
85 85
2
Y
76 48 9 90 58
48 52
Y
38
97 98
2
Y
98 7 75
19 26
Y
75 69 90 40 85
106 107
1
Y
87 53
101 101
1
Y
33 99 32 3 12
74 80
2
Y
56 30 9 8 24
12 13
Y
92 11 29
72 80
2
Y
51 4 61 24
71 74
Y
24 95 59
130 134
1
Y
69 20 34 38 35
118 122
2
Y
83 13
137 140
Y
68 95 82
69 70
1
Y
28 96 58 32 35
23 27
1
Y
15 57 53
7 7
2
Y
82 18 13 43 21
78 82
Y
68 31
22 32
1
Y
63 51 95
121 126
2
Y
89 92 18 77
62 70
Y
52
30 38
1
Y
8 19 3
179 187
1
Y
21 11
30 32
1
Y
51 17 12 45
111 117
1
Y
41 67 64 31 7
34 41
1
Y
4
189 193
1
Y
57 23
60 63
2
Y
95 76 42 24 0
187 197
Y
13 98
