20
500 5000
50 406 8
50 44 10
50 83 4
51 142 9
51 244 10
51 200 10
51 406 8
51 362 6
51 474 7
51 135 4
52 304 8
52 237 8
52 448 4
52 96 1
52 231 4
52 17 6
52 60 8
52 282 2
52 210 7
52 398 3
53 482 5
53 134 2
53 6 5
53 143 3
53 142 1
53 94 8
53 98 3
53 144 5
54 7 4
54 249 3
54 166 3
54 235 8
54 300 9
54 415 7
54 73 5
54 262 2
55 155 10
55 170 4
55 311 3
55 210 8
55 409 4
55 222 5
55 195 6
56 163 6
56 132 2
56 243 9
56 115 4
56 318 2
56 396 5
56 475 4
56 400 8
56 288 10
56 123 5
56 32 4
57 149 9
57 203 5
57 421 2
57 374 1
57 482 1
57 306 4
57 408 10
57 348 3
57 276 8
57 452 9
57 43 2
57 2 2
57 36 1
58 455 9
58 147 8
58 474 8
58 462 7
58 313 8
58 484 5
58 228 8
58 69 7
58 148 7
58 197 1
58 304 6
58 181 2
59 455 9
59 267 2
59 285 9
59 270 7
59 6 8
59 383 6
60 19 3
60 160 9
60 231 1
60 460 8
60 418 8
60 388 4
60 189 2
60 52 8
60 336 7
61 360 6
61 478 8
61 479 7
61 422 3
61 118 3
61 495 6
61 17 5
61 28 2
61 161 9
61 237 5
61 272 3
62 14 3
62 353 2
62 65 8
62 369 9
62 358 3
62 125 10
62 118 6
62 371 5
62 45 10
63 282 10
63 437 8
63 95 10
63 189 4
63 132 9
63 161 2
63 356 6
63 461 7
63 281 6
63 211 3
63 332 3
63 343 4
63 197 7
63 430 9
63 131 8
64 452 5
64 177 4
64 272 9
64 100 9
64 462 1
64 0 8
64 217 2
64 95 9
64 451 1
64 353 7
64 32 10
65 417 6
65 472 1
65 62 8
65 228 3
65 112 9
65 492 9
65 456 6
65 336 6
66 94 4
66 88 5
66 138 1
66 396 4
66 27 8
66 160 6
66 358 7
66 299 10
66 309 9
66 187 6
66 321 9
66 488 6
66 75 7
66 174 10
66 141 4
66 316 4
67 47 4
67 14 9
67 285 5
67 357 10
67 353 8
67 375 6
67 74 9
68 108 1
68 487 9
68 169 10
68 417 2
68 34 1
69 205 9
69 200 9
69 356 5
69 103 5
69 136 7
69 58 7
69 215 1
69 484 9
69 464 6
69 336 8
69 127 3
70 410 7
70 104 1
70 329 7
70 258 6
70 211 8
70 346 5
71 332 4
71 344 6
71 129 9
71 140 5
71 223 2
71 244 10
71 320 3
71 249 9
71 216 6
71 189 7
71 81 9
72 248 7
72 250 1
72 260 3
72 381 10
72 364 10
72 12 8
72 253 5
72 20 2
72 353 10
72 417 10
72 499 4
72 138 6
73 327 10
73 180 8
73 48 5
73 43 1
73 341 10
73 488 6
73 271 1
73 54 5
73 171 6
73 176 7
74 5 6
74 43 3
74 434 2
74 147 4
74 441 9
74 48 10
74 283 1
74 184 7
74 437 4
74 67 9
75 83 10
75 235 3
75 240 9
75 405 5
75 106 8
75 159 6
75 261 10
75 253 7
75 192 4
75 361 10
75 66 7
75 386 9
76 412 4
76 101 10
76 201 5
76 165 5
76 107 9
76 400 2
76 135 5
76 92 3
76 39 6
76 421 1
77 397 8
77 164 1
77 142 1
77 84 4
77 340 8
77 123 9
77 471 10
77 357 4
77 424 9
77 33 2
78 249 9
78 332 2
78 244 5
78 270 3
79 457 9
79 19 6
79 430 6
79 233 2
79 471 7
79 266 6
79 24 4
80 364 3
80 376 7
80 368 5
80 196 6
80 346 6
80 182 10
80 499 10
80 419 5
80 208 1
81 166 2
81 365 6
81 38 4
81 126 8
81 206 6
81 284 3
81 83 1
81 14 10
81 71 9
82 262 6
82 359 2
82 231 9
82 407 3
82 219 4
82 458 2
82 140 5
82 234 1
83 133 9
83 75 10
83 41 6
83 432 8
83 81 1
83 50 4
83 252 9
84 258 4
84 0 2
84 170 7
84 46 10
84 317 8
84 77 4
84 9 9
84 444 3
84 107 2
84 340 9
84 259 7
85 478 5
85 497 1
85 309 8
85 447 3
85 449 4
85 415 10
85 237 4
85 287 10
86 179 7
86 110 9
86 201 5
86 121 10
87 497 2
87 143 5
87 104 2
87 155 1
87 224 3
87 485 9
87 141 3
87 255 9
87 159 1
87 328 2
87 32 2
88 319 5
88 344 7
88 66 5
88 229 10
88 144 8
88 411 6
88 103 5
88 359 6
88 24 4
88 310 6
88 107 6
88 465 3
88 277 2
88 163 4
88 211 2
89 321 7
89 345 6
89 372 2
89 413 6
89 97 3
89 201 3
89 103 10
89 172 1
89 150 8
89 168 2
89 187 3
89 469 3
89 47 7
90 93 9
90 140 9
90 427 5
90 210 10
90 253 9
90 11 6
90 139 10
90 378 5
90 110 4
90 188 1
91 50 10
91 200 8
91 191 10
91 457 7
91 219 4
91 338 5
91 489 4
91 168 6
91 102 1
91 39 6
91 319 2
92 418 7
92 398 7
92 23 2
92 151 6
92 396 2
92 433 8
92 407 8
92 76 3
92 408 7
92 428 4
92 109 9
93 90 9
93 170 2
93 450 9
93 473 8
93 167 1
93 283 6
93 155 5
93 43 7
93 211 3
94 484 4
94 66 4
94 115 3
94 257 10
94 419 4
94 291 2
94 407 3
94 5 2
94 304 2
94 222 3
94 53 8
94 494 2
95 46 1
95 63 10
95 433 9
95 5 4
95 1 5
95 389 2
95 64 9
95 10 6
95 289 9
95 378 5
95 156 10
95 193 1
95 152 8
95 403 4
96 399 10
96 404 5
96 460 7
96 180 8
96 430 9
96 398 4
96 52 1
96 250 6
96 18 7
96 373 5
96 410 9
96 204 9
96 353 4
96 8 1
96 341 2
97 406 6
97 484 8
97 89 3
97 212 4
97 347 9
97 148 5
97 314 1
97 364 1
97 240 3
97 3 1
97 319 4
97 201 5
98 141 1
98 389 1
98 484 6
98 174 2
98 99 5
98 53 3
99 290 5
99 209 6
99 98 5
100 301 2
100 290 1
100 64 9
100 112 7
100 1 3
100 219 2
100 197 2
100 452 2
100 231 3
100 215 6
100 355 10
101 76 10
101 278 3
101 39 6
101 351 3
101 237 5
101 355 6
101 182 7
101 212 5
101 26 2
101 426 3
101 165 9
101 408 10
101 171 5
101 221 10
101 296 3
101 8 1
101 210 2
101 103 3
101 2 10
101 141 3
102 402 9
102 462 2
102 426 8
102 247 3
102 323 4
102 190 1
102 438 1
102 9 5
102 409 6
102 277 5
102 31 2
102 44 7
102 457 6
102 220 8
102 441 5
102 124 4
102 477 7
102 91 1
102 165 7
102 271 3
103 434 7
103 197 3
103 88 5
103 329 8
103 295 8
103 89 10
103 69 5
103 316 6
103 185 6
103 352 1
103 41 7
103 312 10
103 101 3
103 380 5
103 153 1
104 111 3
104 455 4
104 87 2
104 241 7
104 70 1
104 143 8
104 460 6
104 164 1
104 28 10
104 40 6
104 201 7
104 477 6
105 455 1
105 43 6
105 490 2
105 215 10
105 312 5
105 380 8
105 173 6
105 126 3
105 409 6
105 125 9
105 382 1
105 30 3
105 108 9
106 399 3
106 198 3
106 335 8
106 305 3
106 126 10
106 311 8
106 75 8
106 406 7
106 294 6
106 115 7
107 254 2
107 215 6
107 475 2
107 137 2
107 263 1
107 420 4
107 88 6
107 173 8
107 76 9
107 84 2
107 474 6
107 176 8
107 457 10
108 430 5
108 5 2
108 50 5
108 68 1
108 275 9
108 226 2
108 304 7
108 229 9
108 186 6
108 105 9
108 189 8
109 0 1
109 409 4
109 386 10
109 461 4
109 92 9
109 412 3
110 181 8
110 383 2
110 116 9
110 259 10
110 375 4
110 86 9
110 485 6
110 215 5
110 290 9
110 315 9
110 90 4
110 394 4
110 467 7
111 104 3
111 141 9
111 453 6
111 354 2
111 174 1
111 235 4
111 225 3
111 362 7
112 470 9
112 354 2
112 351 6
112 316 6
112 65 9
112 137 2
112 100 7
112 424 1
113 194 2
113 159 4
113 483 9
113 224 7
113 266 1
113 392 3
113 260 9
113 301 6
113 455 5
114 181 8
114 158 5
114 392 5
114 27 6
114 163 4
114 45 8
114 26 5
115 285 10
115 94 3
115 369 6
115 56 4
115 377 4
115 126 3
115 482 3
115 106 7
116 301 9
116 110 9
116 373 5
116 384 8
116 479 7
116 282 9
116 391 3
116 249 3
116 272 4
116 450 10
117 187 4
117 269 3
117 339 6
117 409 10
117 462 5
117 264 9
117 206 6
117 401 3
117 280 4
118 296 9
118 183 10
118 275 6
118 61 3
118 37 6
118 62 6
118 465 10
118 258 10
119 289 6
119 290 9
119 164 9
119 334 9
119 223 4
119 298 8
119 480 1
120 208 6
120 209 1
120 475 10
120 378 1
120 243 7
120 271 10
120 158 8
121 23 4
121 19 8
121 197 1
121 138 10
121 195 9
121 86 10
122 242 1
122 421 4
122 142 5
122 241 4
122 238 6
122 290 10
122 264 1
122 467 1
122 19 1
122 376 8
122 386 2
122 428 4
123 487 1
123 283 9
123 231 5
123 130 8
123 467 8
123 444 2
123 77 9
123 56 5
124 288 4
124 480 4
124 388 10
124 496 3
124 102 4
124 341 9
124 176 4
124 432 3
125 198 6
125 229 2
125 439 9
125 456 5
125 243 8
125 62 10
125 452 6
125 105 9
125 328 9
125 454 3
126 106 10
126 81 8
126 271 3
126 105 3
126 115 3
126 432 7
126 388 3
126 41 6
126 278 10
126 142 3
126 306 2
127 151 9
127 199 4
127 456 5
127 391 3
127 402 10
127 488 7
127 493 5
127 461 5
127 286 5
127 482 7
127 440 6
127 69 3
128 499 2
128 490 4
128 271 1
128 212 6
128 35 1
128 357 2
128 150 5
128 248 10
128 359 6
128 185 5
129 258 10
129 180 4
129 71 9
129 206 1
129 387 7
130 458 5
130 164 3
130 258 4
130 341 3
130 123 8
130 20 10
130 439 9
130 471 2
130 278 6
131 344 4
131 436 8
131 281 8
131 283 3
131 307 8
131 492 8
131 464 1
131 178 4
131 150 1
131 338 9
131 361 8
131 13 6
131 296 3
131 63 8
132 432 5
132 347 10
132 56 2
132 63 9
132 243 7
132 45 6
132 261 6
132 250 8
133 83 9
133 412 6
133 339 4
133 482 1
133 216 7
134 23 4
134 340 10
134 244 4
134 53 2
134 410 9
134 252 4
134 382 7
134 212 8
135 24 8
135 178 4
135 173 1
135 339 9
135 306 8
135 251 1
135 213 2
135 76 5
135 404 3
135 281 6
135 51 4
136 23 10
136 170 1
136 374 9
136 473 1
136 280 9
136 485 10
136 20 5
136 30 2
136 69 7
136 481 10
136 16 7
137 258 9
137 217 5
137 333 8
137 301 8
137 107 2
137 112 2
137 22 5
137 244 10
137 474 2
138 457 4
138 286 9
138 66 1
138 497 6
138 446 2
138 480 8
138 121 10
138 72 6
139 366 4
139 155 3
139 203 1
139 187 1
139 179 4
139 90 10
139 10 7
139 167 3
139 466 5
139 331 10
139 410 1
139 411 9
139 35 8
140 163 5
140 90 9
140 260 7
140 71 5
140 391 2
140 21 5
140 82 5
140 477 6
140 222 9
140 223 7
141 242 5
141 111 9
141 368 9
141 98 1
141 189 2
141 87 3
141 244 10
141 404 4
141 101 3
141 66 4
142 241 10
142 269 5
142 308 9
142 122 5
142 484 1
142 47 4
142 8 10
142 491 8
142 51 9
142 77 1
142 368 2
142 327 2
142 53 1
142 247 1
142 267 9
142 126 3
143 291 3
143 87 5
143 284 10
143 392 6
143 435 2
143 104 8
143 53 3
143 325 8
143 422 6
143 203 2
143 174 6
143 154 7
143 183 3
143 252 7
144 88 8
144 156 4
144 22 9
144 145 5
144 403 9
144 0 1
144 149 6
144 394 9
144 244 2
144 307 5
144 53 5
145 181 1
145 192 3
145 193 2
145 144 5
145 292 2
145 371 10
145 498 8
145 15 4
146 362 3
146 304 2
146 331 3
146 208 9
146 177 4
146 376 6
147 58 8
147 151 1
147 426 10
147 376 3
147 74 4
147 235 5
147 457 2
147 201 1
147 181 2
147 193 1
148 350 1
148 252 1
148 197 1
148 267 10
148 241 8
148 271 8
148 97 5
148 439 8
148 217 9
148 58 7
148 468 1
149 57 9
149 493 10
149 403 9
149 454 1
149 435 5
149 341 9
149 295 6
149 144 6
149 381 1
150 240 1
150 131 1
150 358 7
150 211 8
150 89 8
150 128 5
150 47 8
151 127 9
151 439 7
151 18 8
151 289 5
151 273 8
151 487 4
151 92 6
151 147 1
151 42 10
151 181 3
151 450 10
151 266 8
151 430 5
151 265 5
151 436 7
151 493 2
152 445 7
152 490 10
152 193 8
152 262 1
152 189 3
152 456 6
152 408 3
152 95 8
152 396 8
153 270 9
153 392 6
153 184 9
153 23 4
153 435 3
153 316 5
153 375 2
153 228 8
153 458 4
153 340 1
153 321 10
153 405 10
153 103 1
154 326 4
154 448 10
154 356 3
154 473 3
154 13 5
154 399 3
154 167 7
154 143 7
154 361 8
155 261 10
155 180 1
155 366 5
155 139 3
155 226 5
155 247 10
155 208 4
155 87 1
155 55 10
155 275 7
155 440 8
155 93 5
155 246 8
155 400 1
155 355 1
156 296 4
156 243 5
156 268 1
156 144 4
156 329 5
156 219 8
156 494 9
156 95 10
156 401 4
156 385 3
157 240 8
157 204 4
157 491 6
157 471 8
157 497 7
157 273 1
157 348 4
157 320 10
158 114 5
158 351 3
158 407 1
158 120 8
158 385 1
158 365 5
159 432 2
159 113 4
159 476 9
159 307 8
159 87 1
159 75 6
159 316 2
159 336 3
160 246 8
160 474 7
160 7 8
160 66 6
160 60 9
160 15 5
160 324 5
160 171 6
161 22 8
161 227 5
161 63 2
161 479 8
161 24 10
161 375 2
161 61 9
161 330 5
161 180 9
162 202 2
162 356 6
162 293 1
162 409 2
162 473 3
162 457 1
162 40 1
162 232 8
162 443 3
162 290 3
162 295 1
163 338 4
163 241 9
163 44 5
163 140 5
163 269 9
163 56 6
163 310 7
163 318 8
163 324 10
163 114 4
163 494 6
163 393 4
163 88 4
163 398 6
163 450 8
164 130 3
164 77 1
164 119 9
164 1 9
164 229 6
164 448 3
164 104 1
164 359 7
164 237 5
164 323 1
165 298 4
165 187 3
165 76 5
165 216 6
165 240 5
165 101 9
165 401 2
165 214 5
165 102 7
166 404 3
166 436 7
166 54 3
166 81 2
166 324 9
166 218 9
166 168 7
166 265 5
166 273 2
167 488 1
167 314 2
167 34 7
167 398 8
167 183 8
167 93 1
167 372 3
167 455 3
167 139 3
167 17 4
167 154 7
168 469 3
168 429 7
168 318 4
168 166 7
168 91 6
168 303 2
168 89 2
168 498 10
168 417 1
168 409 6
169 474 2
169 355 5
169 418 5
169 68 10
169 382 2
169 481 4
170 194 5
170 136 1
170 93 2
170 422 8
170 84 7
170 499 4
170 55 4
170 179 2
170 375 9
170 287 7
170 397 5
170 317 2
170 0 10
170 373 8
171 466 4
171 423 1
171 361 3
171 297 2
171 101 5
171 73 6
171 160 6
172 464 7
172 415 8
172 89 1
172 281 6
172 436 5
172 457 8
172 234 4
172 208 3
173 475 1
173 135 1
173 37 2
173 105 6
173 459 3
173 25 8
173 107 8
173 392 4
173 279 5
173 480 4
173 22 1
174 383 4
174 254 10
174 19 5
174 50 3
174 98 2
174 33 2
174 461 6
174 345 2
174 208 6
174 404 8
174 420 9
174 111 1
174 143 6
174 66 10
174 360 6
175 335 7
175 207 1
175 308 1
175 359 3
175 301 1
175 247 6
176 411 10
176 198 5
176 124 4
176 107 8
176 234 2
176 356 5
176 73 7
177 315 2
177 64 4
177 435 1
177 308 3
177 263 4
177 488 5
177 29 6
177 146 4
177 2 5
177 259 6
178 277 7
178 135 4
178 191 10
178 131 4
178 252 3
179 455 9
179 86 7
179 462 1
179 139 4
179 26 6
179 3 7
179 170 2
180 440 2
180 452 6
180 155 1
180 462 4
180 23 1
180 129 4
180 376 9
180 96 8
180 291 7
180 279 6
180 73 8
180 325 8
180 465 4
180 161 9
181 114 8
181 145 1
181 110 8
181 463 3
181 496 8
181 494 6
181 271 5
181 323 5
181 151 3
181 147 2
181 58 2
182 256 3
182 188 9
182 284 8
182 101 7
182 354 10
182 80 10
182 356 3
182 390 8
182 404 1
182 477 1
182 331 10
182 309 10
182 427 4
182 377 8
182 337 4
183 203 7
183 470 1
183 167 8
183 422 5
183 436 8
183 299 10
183 118 10
183 474 1
183 212 5
183 260 6
183 143 3
184 21 6
184 44 10
184 153 9
184 13 8
184 349 9
184 275 7
184 74 7
184 473 8
185 282 1
185 235 3
185 461 8
185 103 6
185 240 6
185 11 10
185 486 8
185 424 6
185 128 5
186 314 3
186 221 4
186 240 7
186 108 6
186 246 5
187 117 4
187 165 3
187 139 1
187 318 10
187 348 3
187 347 7
187 370 3
187 66 6
187 89 3
187 443 3
187 382 6
187 422 9
188 182 9
188 47 3
188 294 6
188 462 8
188 90 1
188 292 2
189 365 1
189 331 1
189 63 4
189 141 2
189 255 7
189 152 3
189 60 2
189 33 2
189 440 10
189 71 7
189 108 8
189 0 6
189 327 6
190 356 8
190 353 4
190 102 1
190 300 6
190 475 4
190 435 6
190 409 9
190 495 7
190 477 3
191 178 10
191 91 10
191 423 8
191 12 3
191 490 3
191 484 8
191 219 4
191 16 6
191 419 9
192 267 8
192 145 3
192 451 6
192 437 7
192 75 4
192 227 6
192 288 3
192 450 1
192 316 2
193 354 7
193 352 3
193 395 3
193 279 9
193 152 8
193 332 7
193 145 2
193 491 1
193 95 1
193 147 1
193 214 10
193 243 10
194 170 5
194 113 2
194 311 10
194 3 1
194 385 10
194 377 2
194 341 6
194 214 7
195 419 7
195 275 2
195 285 1
195 41 7
195 364 7
195 121 9
195 306 3
195 497 7
195 385 1
195 55 6
196 268 8
196 443 10
196 35 7
196 405 1
196 80 6
196 382 2
196 418 9
196 376 2
196 262 4
196 303 9
196 273 4
196 341 10
196 223 9
196 459 4
196 11 5
196 373 1
196 304 8
196 339 9
196 379 6
196 398 2
196 293 5
197 26 7
197 148 1
197 103 3
197 121 1
197 462 5
197 338 5
197 100 2
197 222 5
197 63 7
197 322 2
197 58 1
198 125 6
198 106 3
198 396 2
198 40 10
198 216 3
198 468 1
198 176 5
198 206 10
199 127 4
199 452 6
199 1 5
199 233 3
199 245 8
199 350 9
199 453 10
200 413 2
200 91 8
200 389 6
200 334 10
200 227 6
200 69 9
200 374 7
200 51 10
200 245 10
201 352 2
201 486 3
201 239 3
201 76 5
201 89 3
201 86 5
201 284 7
201 273 1
201 147 1
201 104 7
201 97 5
202 162 2
202 3 4
202 421 9
202 282 2
202 349 10
202 457 7
202 343 9
203 183 7
203 57 5
203 389 8
203 139 1
203 240 1
203 474 10
203 205 9
203 432 1
203 143 2
203 325 2
203 15 4
203 380 1
203 429 6
203 35 7
204 466 7
204 276 5
204 444 2
204 226 2
204 257 2
204 157 4
204 432 8
204 19 5
204 26 6
204 96 9
204 301 4
204 346 7
204 367 7
205 69 9
205 427 3
205 384 8
205 390 10
205 22 6
205 471 4
205 203 9
205 322 10
205 400 9
205 4 7
206 459 9
206 406 10
206 232 10
206 486 10
206 261 4
206 409 3
206 81 6
206 474 3
206 388 10
206 117 6
206 38 4
206 423 2
206 437 8
206 129 1
206 466 9
206 198 10
206 45 9
207 21 2
207 324 9
207 453 1
207 175 1
207 368 1
207 444 8
207 229 10
207 431 5
208 262 10
208 433 5
208 234 3
208 155 4
208 120 6
208 276 5
208 174 6
208 258 7
208 146 9
208 80 1
208 220 9
208 255 1
208 467 6
208 34 8
208 172 3
209 360 9
209 120 1
209 99 6
209 245 6
209 240 10
209 462 7
209 256 3
210 391 8
210 256 4
210 90 10
210 471 2
210 347 9
210 268 10
210 320 6
210 55 8
210 101 2
210 52 7
211 93 3
211 150 8
211 63 3
211 361 3
211 238 5
211 70 8
211 88 2
212 128 6
212 101 5
212 97 4
212 491 6
212 221 7
212 35 6
212 183 5
212 134 8
212 239 6
213 11 6
213 357 10
213 408 2
213 470 10
213 135 2
213 446 10
213 12 2
213 19 10
213 266 10
214 414 9
214 385 8
214 17 2
214 457 6
214 418 10
214 165 5
214 194 7
214 266 1
214 193 10
215 41 6
215 105 10
215 107 6
215 413 6
215 110 5
215 310 10
215 69 1
215 100 6
216 3 7
216 496 8
216 276 7
216 457 9
216 444 2
216 261 8
216 416 5
216 165 6
216 241 5
216 243 2
216 198 3
216 225 2
216 71 6
216 133 7
217 306 7
217 353 8
217 137 5
217 459 8
217 64 2
217 308 3
217 246 9
217 342 1
217 495 8
217 148 9
217 401 3
217 406 2
218 166 9
218 37 8
218 333 6
218 425 1
218 229 8
219 414 8
219 415 1
219 295 6
219 82 4
219 91 4
219 156 8
219 100 2
219 191 4
220 244 10
220 362 3
220 346 7
220 102 8
220 442 8
220 208 9
220 381 8
221 353 9
221 491 6
221 314 9
221 271 9
221 461 6
221 186 4
221 223 5
221 212 7
221 101 10
221 364 2
221 48 5
221 397 10
222 453 1
222 353 6
222 140 9
222 94 3
222 197 5
222 354 9
222 55 5
222 419 8
223 237 1
223 119 4
223 364 8
223 6 8
223 71 2
223 390 7
223 196 9
223 221 5
223 140 7
223 360 2
224 470 10
224 498 2
224 87 3
224 389 6
224 354 5
224 113 7
224 442 6
224 348 9
225 399 2
225 369 10
225 17 9
225 300 8
225 234 10
225 491 10
225 216 2
225 397 7
225 441 5
225 111 3
226 493 5
226 204 2
226 155 5
226 361 6
226 258 9
226 108 2
226 300 8
226 411 8
226 346 9
226 259 8
226 261 4
226 287 8
227 383 6
227 161 5
227 469 5
227 472 8
227 200 6
227 406 3
227 341 1
227 11 2
227 192 6
228 273 4
228 292 2
228 65 3
228 447 7
228 398 6
228 58 8
228 348 3
228 450 8
228 238 3
228 153 8
228 231 10
228 331 1
229 475 2
229 125 2
229 374 10
229 88 10
229 18 2
229 279 9
229 164 6
229 342 4
229 108 9
229 31 2
229 301 7
229 207 10
229 218 8
230 429 4
230 464 3
230 411 5
230 4 5
230 388 4
230 427 8
230 284 5
231 421 3
231 123 5
231 82 9
231 343 4
231 486 5
231 52 4
231 60 1
231 320 1
231 358 2
231 371 6
231 100 3
231 228 10
231 429 10
231 5 2
232 448 9
232 206 10
232 233 3
232 21 2
232 261 4
232 433 5
232 393 3
232 162 8
232 5 8
233 20 5
233 310 5
233 232 3
233 333 6
233 50 3
233 199 3
233 79 2
233 370 2
233 484 9
234 208 3
234 225 10
234 399 7
234 324 8
234 82 1
234 431 8
234 439 9
234 172 4
234 176 2
234 253 3
235 408 1
235 185 3
235 338 4
235 434 2
235 75 3
235 54 8
235 333 5
235 240 4
235 147 5
235 493 2
235 469 7
235 323 9
235 111 4
235 237 4
236 489 9
