1
150 750
41 84 5
41 7 2
42 115 4
42 94 5
42 87 4
43 72 3
43 133 4
43 0 5
43 141 5
43 10 2
44 97 2
44 141 1
44 102 5
44 12 2
44 51 4
44 18 1
44 88 5
44 74 5
45 77 5
45 54 3
45 89 3
45 50 2
45 101 3
46 146 4
46 41 1
46 4 3
46 137 1
46 84 5
46 94 1
47 88 2
48 17 1
48 6 3
48 116 4
48 65 5
48 66 2
48 70 1
48 7 3
48 2 4
49 111 3
49 141 5
49 96 5
49 68 2
49 32 3
49 101 2
50 45 2
51 67 3
51 103 1
51 116 2
51 44 4
51 40 1
51 132 5
52 76 2
52 93 1
52 105 2
53 120 4
53 81 3
54 45 3
54 21 4
54 86 3
54 16 2
54 138 1
54 95 4
55 145 1
55 24 3
55 75 4
55 105 4
55 6 3
55 102 5
55 79 5
55 32 2
55 114 4
55 109 5
55 78 5
55 8 5
56 100 1
56 119 4
56 91 5
56 126 3
57 108 3
57 123 2
57 112 1
57 105 3
57 35 2
57 63 1
58 69 1
58 116 5
58 108 3
58 31 1
58 32 1
58 36 4
58 103 2
59 102 5
59 92 3
59 76 3
59 123 5
59 93 5
59 61 4
59 74 4
60 41 4
60 8 4
60 72 4
60 30 1
60 98 2
61 70 3
61 68 2
61 83 2
61 143 4
61 93 3
61 10 5
61 59 4
61 75 5
61 1 1
62 92 5
62 125 4
63 14 5
63 35 2
63 57 1
64 67 1
64 83 2
64 148 2
64 12 5
65 48 5
66 82 1
66 86 3
66 142 4
66 16 5
66 48 2
66 126 4
66 3 3
66 25 3
67 64 1
67 51 3
67 96 3
67 35 3
67 37 4
68 83 2
68 61 2
68 0 5
68 49 2
68 105 3
69 58 1
69 139 3
69 21 1
69 87 2
69 39 1
70 61 3
70 141 4
70 34 5
70 27 3
70 48 1
71 83 3
71 82 5
71 136 2
71 120 2
71 20 2
72 43 3
72 60 4
73 38 3
73 14 3
73 12 1
74 40 4
74 88 1
74 44 5
74 59 4
75 41 3
75 9 2
75 117 3
75 55 4
75 91 4
75 138 2
75 61 5
76 59 3
76 52 2
76 127 5
76 87 4
77 45 5
77 36 2
77 14 3
77 24 5
77 139 3
77 99 4
78 134 1
78 117 1
78 55 5
78 121 4
78 103 5
78 124 1
79 119 4
79 132 2
79 30 3
79 126 3
79 137 3
79 55 5
80 16 4
80 3 3
80 109 4
81 24 1
81 126 4
81 19 1
81 117 5
81 53 3
81 143 2
81 133 5
82 66 1
82 71 5
82 96 2
82 12 1
82 8 1
82 91 4
83 71 3
83 41 3
83 68 2
83 23 5
83 61 2
83 64 2
83 22 2
83 131 5
83 119 4
83 15 1
84 122 3
84 41 5
84 119 2
84 46 5
84 123 3
84 124 3
85 119 1
85 103 3
85 117 1
85 88 5
85 107 3
85 1 1
85 31 1
86 125 2
86 66 3
86 21 2
86 54 3
86 113 4
87 137 5
87 88 1
87 69 2
87 76 4
87 121 4
87 42 4
88 74 1
88 87 1
88 85 5
88 47 2
88 44 5
88 112 2
89 34 3
89 45 3
89 138 3
90 39 3
90 105 3
90 8 2
91 148 1
91 75 4
91 56 5
91 4 3
91 21 5
91 82 4
92 59 3
92 62 5
92 4 4
93 52 1
93 61 3
93 59 5
93 135 4
94 99 3
94 134 5
94 140 3
94 42 5
94 46 1
95 128 2
95 39 1
95 146 4
95 54 4
95 134 4
95 145 3
96 11 3
96 31 4
96 82 2
96 49 5
96 67 3
97 44 2
97 118 5
98 24 2
98 15 3
98 127 4
98 60 2
99 149 4
99 94 3
99 77 4
100 56 1
100 137 4
100 35 3
101 0 5
101 24 3
101 2 4
101 49 2
101 45 3
102 59 5
102 125 5
102 44 5
102 55 5
102 108 5
102 131 4
102 144 2
102 28 4
103 85 3
103 125 3
103 128 2
103 133 2
103 51 1
103 9 1
103 104 2
103 26 1
103 58 2
103 78 5
104 36 4
104 103 2
104 4 1
104 24 4
105 90 3
105 55 4
105 147 5
105 57 3
105 68 3
105 30 2
105 52 2
106 14 1
106 1 1
106 23 4
106 149 3
107 123 1
107 85 3
107 135 2
108 57 3
108 58 3
108 102 5
108 7 1
109 30 5
109 41 3
109 39 4
109 149 3
109 55 5
109 38 1
109 80 4
110 18 2
110 1 4
110 15 1
111 49 3
111 27 2
112 142 3
112 57 1
112 138 1
112 0 3
112 88 2
113 37 2
113 9 3
113 86 4
113 136 1
114 148 3
114 149 5
114 135 2
114 55 4
115 34 1
115 35 4
115 42 4
116 58 5
116 48 4
116 137 1
116 51 2
116 117 4
116 146 3
117 78 1
117 85 1
117 75 3
117 7 1
117 116 4
117 81 5
118 121 3
118 97 5
119 85 1
119 79 4
119 56 4
119 84 2
119 83 4
120 53 4
120 30 2
120 71 2
121 17 1
121 87 4
121 118 3
121 78 4
122 84 3
122 24 1
122 35 3
123 107 1
123 57 2
123 59 5
123 84 3
124 147 3
124 144 2
124 84 3
124 78 1
125 103 3
125 86 2
125 102 5
125 62 4
126 30 1
126 81 4
126 79 3
126 56 3
126 34 2
126 66 4
127 98 4
127 76 5
128 95 2
128 145 3
128 16 2
128 103 2
128 36 5
128 35 2
128 26 4
129 24 1
130 10 3
131 135 2
131 29 4
131 102 4
131 83 5
131 141 3
132 79 2
132 51 5
133 148 2
133 43 4
133 103 2
133 146 1
133 9 3
133 81 5
134 78 1
134 37 5
134 94 5
134 22 5
134 137 4
134 95 4
134 3 1
135 114 2
135 7 3
135 131 2
135 28 5
135 34 3
135 93 4
135 107 2
136 71 2
136 25 5
136 145 5
136 113 1
137 100 4
137 141 2
137 87 5
137 134 4
137 31 1
137 116 1
137 79 3
137 46 1
138 34 5
138 112 1
138 89 3
138 22 3
138 75 2
138 54 1
139 69 3
139 15 3
139 77 3
139 1 2
140 11 1
140 94 3
141 27 3
141 137 2
141 70 4
141 44 1
141 49 5
141 43 5
141 131 3
142 24 5
142 66 4
142 112 3
142 1 1
143 29 4
143 61 4
143 34 4
143 81 2
144 124 2
144 102 2
145 128 3
145 55 1
145 136 5
145 95 3
146 46 4
146 147 1
146 95 4
146 133 1
146 35 5
146 116 3
147 124 3
147 10 2
147 11 2
147 105 5
147 146 1
147 32 3
148 133 2
148 114 3
148 91 1
148 64 2
149 99 4
149 9 5
149 114 5
149 12 3
149 109 3
149 3 1
149 106 3
500
1
Y
129 110
25 33
1
Y
140 36 54
11 16
1
Y
107 98 95
49 59
1
Y
127 76 62
44 52
1
Y
13
17 26
1
Y
80 84
36 41
1
N
49
36 42
1
N
137 92 120
3 5
1
Y
57 38
17 20
1
Y
133 82 92
12 15
1
Y
41 81 79
10 18
1
Y
72
0 9
1
Y
20 101
14 18
1
Y
34 55
28 38
1
Y
117 5 131
24 27
1
Y
36
35 41
1
N
102 79 97
7 12
1
Y
50 72 149
42 52
1
N
16 20 42
0 2
1
N
104 0
56 58
1
Y
117 122
24 31
1
Y
87 94
10 12
1
Y
102 57
17 25
1
Y
137 92
29 38
1
Y
55
41 48
1
Y
62 22
8 11
1
Y
144 32
13 15
1
Y
123 87 105
15 20
1
Y
82 21
48 56
1
Y
120
45 52
1
Y
23
8 16
1
Y
11
53 57
1
N
30 97 123
0 3
1
Y
15 139
6 10
1
Y
72 45
34 34
1
Y
98 36
23 28
1
Y
87 125
47 54
1
Y
142
43 47
1
Y
108 144 115
2 7
1
Y
2 6 134
38 38
1
Y
86 17
39 48
1
Y
138 27
8 8
1
N
93
38 47
1
Y
4 81 47
8 17
1
Y
125 144 25
11 13
1
Y
60 24 25
51 56
1
N
131 125
1 6
1
Y
59 146
15 25
1
Y
134 48
19 23
1
Y
33
48 58
1
Y
4 74 20
23 28
1
N
44 5 45
34 36
1
Y
96
54 60
1
Y
41 91 25
26 36
1
Y
66 7
32 32
1
Y
146
17 22
1
N
92 18 134
40 42
1
Y
124 52 53
13 15
1
Y
111 11
51 55
1
N
69 114 61
12 15
1
Y
12
35 42
1
Y
112 119
21 21
1
Y
126 136 90
11 13
1
Y
87
26 36
1
N
121 122 91
21 29
1
Y
34
49 55
1
Y
38
8 8
1
Y
79
42 47
1
Y
17
33 35
1
N
19
9 11
1
Y
92 97
7 14
1
N
100 127
14 17
1
Y
39 149
3 12
1
Y
41 98 4
40 50
1
Y
12
12 12
1
Y
69 73
47 47
1
N
141 80
3 7
1
Y
118 2
27 37
1
N
57
44 50
1
Y
130 6
6 14
1
Y
81 47
52 57
1
Y
120
18 18
1
Y
49
53 60
1
Y
115
12 22
1
Y
123
50 60
1
Y
74 31
34 44
1
Y
79
24 24
1
Y
130 75 67
34 43
1
Y
145 123 85
40 41
1
Y
42 17 125
52 59
1
Y
83
18 20
1
Y
116
50 56
1
Y
13 123 104
33 38
1
Y
60 110
46 47
1
Y
138 25
46 55
1
N
95 98
18 27
1
N
75 119
46 56
1
Y
117 40 74
17 26
1
Y
60 52 97
25 25
1
Y
16 29 37
48 55
1
N
125
17 18
1
Y
24
25 34
1
Y
93 16
40 43
1
Y
51
0 7
1
N
145
50 59
1
Y
7
57 58
1
Y
83 94
31 31
1
Y
48 16 50
3 12
1
Y
146 77
49 57
1
Y
9 21
6 13
1
Y
86 44 131
6 9
1
N
61
12 15
1
Y
134
17 19
1
Y
109 18 24
49 57
1
Y
62 20 90
26 35
1
Y
66 141 60
57 58
1
Y
47 40 75
43 51
1
N
137 14
18 25
1
Y
90
12 20
1
Y
95 93
38 42
1
Y
133 75
31 41
1
N
126
31 37
1
Y
106
4 9
1
Y
1 41 116
24 30
1
Y
74 118
53 60
1
Y
75 87
30 33
1
N
81 15 11
3 4
1
Y
79
42 46
1
Y
135
5 7
1
Y
55 66
54 54
1
Y
27 80 45
41 50
1
Y
32 80 147
44 47
1
Y
146 117
29 29
1
N
3
20 22
1
Y
147 30 137
27 35
1
Y
69 68
15 24
1
Y
22 68
11 16
1
Y
138 76 17
27 27
1
Y
104 143 72
7 11
1
Y
8 101
42 47
1
Y
92 112
51 54
1
Y
38 109
34 35
1
N
33 68 82
34 43
1
Y
40 69
13 20
1
Y
24 71
34 34
1
Y
42 67
50 52
1
N
47
55 58
1
Y
108
32 40
1
Y
42 137 58
46 48
1
Y
131 36 67
7 13
1
N
85 49
21 21
1
Y
141 102 119
39 49
1
Y
115 148
34 35
1
Y
7
33 43
1
N
134 10
3 12
1
Y
110 3
31 36
1
Y
31 116 99
23 26
1
Y
110 15 108
29 38
1
Y
43 57 147
2 6
1
Y
4
3 13
1
Y
9 137
34 41
1
N
28
30 30
1
N
124 24 20
8 16
1
Y
142
29 37
1
Y
19 127
39 43
1
Y
136 45 69
47 56
1
Y
110 9
9 9
1
Y
52
20 27
1
Y
86 98
26 31
1
N
36
50 56
1
N
17 22 71
46 56
1
Y
72
13 17
1
Y
94
19 19
1
Y
81 143
3 13
1
Y
107 91
30 37
1
Y
30 122
26 27
1
N
63
1 11
1
Y
12 142 138
54 54
1
N
24 26 147
40 42
1
Y
12 109
41 49
1
Y
18 112 50
21 30
1
N
20
49 55
1
Y
136
48 58
1
Y
37 147 11
18 21
1
Y
149
2 11
1
Y
135
39 44
1
Y
121 97 49
35 41
1
N
110
19 19
1
Y
139 21
11 15
1
Y
106
15 16
1
Y
8 101
42 44
1
Y
22 5 114
33 40
1
Y
126 48
50 54
1
N
107
27 34
1
Y
41 43 25
19 21
1
N
56 3
14 23
1
N
38 32
16 24
1
Y
119 94
43 50
1
Y
35 92 77
0 0
1
Y
32 16
43 51
1
N
38 136
52 58
1
Y
54 90 106
10 12
1
Y
78
20 23
1
Y
24 6
56 56
1
Y
22 98 137
34 42
1
Y
132 0
12 21
1
Y
119 141 148
22 31
1
Y
111
49 58
1
Y
112 94
54 60
1
Y
78
2 6
1
Y
81 117 137
35 45
1
N
118 142 57
7 13
1
Y
117 73 46
21 26
1
Y
46
14 17
1
Y
11 44
2 12
1
Y
42 8
43 46
1
N
67 54
54 57
1
Y
70 105 71
11 12
1
Y
147 137
19 24
1
N
106 99
49 56
1
Y
138 91
54 59
1
Y
109 18
34 42
1
Y
148
49 58
1
Y
95 72
52 53
1
Y
66
54 60
1
Y
42 121
11 18
1
N
0 146 137
38 42
1
N
140 109 10
21 21
1
Y
21
13 22
1
Y
27 91
51 60
1
Y
69
45 53
1
Y
87 116 84
38 48
1
Y
60 89 68
12 17
1
Y
57 29
45 54
1
Y
48
44 54
1
Y
60
11 16
1
Y
23 34
48 54
1
Y
147 56 82
5 12
1
N
16 105
16 22
1
Y
66 18 67
47 52
1
Y
29 96 9
46 55
1
Y
88 138
29 39
1
N
89 131 28
29 31
1
Y
110 121 79
45 51
1
Y
107 1 18
57 57
1
Y
106 45 118
7 15
1
Y
74 133 67
11 20
1
Y
49 12 130
40 44
1
Y
96 26
50 51
1
Y
119 70
21 21
1
Y
135
47 55
1
N
129 34 63
16 23
1
Y
20
36 44
1
N
34
17 24
1
Y
29 9 130
23 25
1
Y
92 113
50 59
1
N
78
58 60
1
Y
149
57 58
1
Y
78 57 30
33 41
1
Y
9
16 23
1
Y
22
27 31
1
Y
32 3
2 7
1
N
2
53 55
1
Y
101 43 112
47 48
1
Y
94 5 64
10 14
1
Y
104 113
18 27
1
N
147 5
1 10
1
Y
110
52 52
1
N
59 31
53 54
1
Y
119 33
0 10
1
Y
147 105 42
51 58
1
Y
70
58 59
1
Y
24 134
50 56
1
Y
86 118
51 54
1
Y
102 13 18
57 58
1
N
112 128
11 12
1
N
20
3 5
1
N
3 93 27
57 58
1
N
93 129
23 30
1
Y
88 44
12 16
1
Y
129 144
22 30
1
Y
21 104 127
30 35
1
Y
65 58
9 14
1
Y
47
54 57
1
Y
11 63 120
7 7
1
Y
20
3 13
1
N
1 74 68
48 55
1
Y
35
18 19
1
Y
117 49 77
44 51
1
Y
11 27
23 26
1
N
133
22 26
1
Y
60 128
14 23
1
Y
24 116
26 28
1
N
61 34 147
42 44
1
Y
10
12 19
1
Y
1
42 49
1
Y
64 149 117
14 24
1
Y
53 50 26
37 37
1
Y
96 50 66
13 19
1
Y
89 85
10 17
1
Y
119 18
55 57
1
Y
42
51 59
1
Y
27
33 42
1
Y
63
14 14
1
Y
75
46 49
1
Y
71 87 13
49 53
1
N
75 22
27 28
1
N
91 50
59 59
1
Y
43 63
21 21
1
Y
33 116 97
42 42
1
Y
52
19 20
1
N
0 120
15 18
1
Y
115
41 49
1
N
18 50 68
11 17
1
N
88
44 54
1
N
7
15 19
1
Y
115
21 28
1
N
89 109
5 10
1
Y
87 38
50 52
1
Y
90 45
37 46
1
N
73
29 35
1
N
0
40 50
1
Y
14 27
38 48
1
Y
46 50 10
14 16
1
Y
64 55 113
55 56
1
Y
95
6 12
1
Y
102 7 62
26 31
1
Y
41
43 46
1
Y
148
40 46
1
N
69 140 115
12 21
1
Y
82 146 16
2 8
1
Y
62 110
44 46
1
N
59 5
21 29
1
Y
130 107
19 28
1
Y
77 51
57 58
1
Y
6
43 43
1
Y
50 13
8 10
1
Y
77
6 10
1
Y
29
29 31
1
Y
71
1 2
1
N
19 2 77
13 13
1
Y
7
43 47
1
Y
43 102
25 25
1
Y
22
23 26
1
Y
82 141 4
22 29
1
Y
31
47 55
1
Y
145 44
47 57
1
Y
130 49
25 26
1
Y
120 109
47 53
1
Y
49
3 8
1
Y
138 24
4 4
1
N
102 70 66
21 31
1
Y
28 46
31 41
1
Y
82
14 17
1
Y
111 89
60 60
1
Y
55
39 42
1
Y
123 91
42 46
1
N
1
22 30
1
Y
75
2 6
1
Y
2 86 82
3 5
1
Y
92 106 69
39 41
1
Y
125 2 117
27 27
1
Y
101 144
38 43
1
Y
125
39 41
1
Y
65
26 31
1
Y
33 128
47 47
1
Y
140 100
57 58
1
Y
77 26 2
13 21
1
Y
121
6 12
1
Y
80 81 53
47 55
1
N
24 149
31 33
1
Y
31 119
9 16
1
N
7
12 17
1
Y
131 136
40 50
1
Y
106 38 109
18 21
1
Y
8
13 18
1
Y
9 19 143
4 13
1
N
31 87
4 4
1
Y
5 135
11 16
1
Y
144
2 6
1
N
120 94 109
26 35
1
Y
148 109 7
38 46
1
Y
96 53 75
23 28
1
Y
24 135 25
32 35
1
Y
108
7 14
1
N
131 30
30 37
1
N
52
50 59
1
Y
59
16 23
1
Y
62 47 137
36 43
1
Y
86
41 41
1
N
129 26
43 48
1
Y
106
20 30
1
Y
92 6 31
11 14
1
Y
133
22 23
1
Y
46 7 138
5 8
1
Y
26 30
27 37
1
Y
20 65
2 7
1
Y
127
42 51
1
N
132
6 9
1
Y
115 100 6
37 39
1
Y
21 30
11 12
1
Y
103
39 41
1
Y
40 46 32
45 46
1
N
102 62
41 46
1
N
133 97
57 59
1
Y
9
46 49
1
Y
55 107 88
56 59
1
Y
44
11 20
1
Y
16 133
2 8
1
Y
109 60 45
34 42
1
Y
100
17 21
1
Y
26
30 31
1
N
109 32 131
18 28
1
Y
81
46 55
1
Y
15 0 107
7 16
1
Y
53 50
28 35
1
Y
73 28
44 48
1
Y
121
41 48
1
N
93 112
11 18
1
Y
36 66 76
40 44
1
Y
60
44 44
1
Y
92 142
47 49
1
Y
85
41 41
1
Y
121 46
44 45
1
Y
47 46
36 37
1
Y
2
16 22
1
N
63
25 34
1
Y
34 70 104
18 20
1
Y
94
31 41
1
Y
128
23 23
1
Y
132
32 39
1
Y
4 142 78
1 6
1
N
18 19
50 53
1
Y
84
55 60
1
Y
80 138 67
7 9
1
Y
146
2 7
1
Y
4 91
50 50
1
Y
132 18
18 25
1
N
21 125 64
1 9
1
Y
113 55
15 24
1
Y
63 125 38
15 19
1
Y
20 61 81
7 16
1
Y
112
16 25
1
Y
67 140
24 24
1
N
76 66
26 32
1
Y
89 124
52 53
1
Y
82 127
5 6
1
Y
50
51 53
1
Y
59
14 21
1
Y
81 141
20 26
1
N
77 127 8
36 41
1
N
14 96 109
38 48
1
Y
33 82 123
9 10
1
Y
122 138
13 22
1
Y
37
17 21
1
Y
73 139 12
19 23
1
N
38
20 20
1
Y
102
2 5
1
Y
0
23 27
1
N
62
35 45
1
Y
53 122
40 46
1
N
6
40 43
1
Y
62
5 7
1
Y
24 48
8 18
1
Y
119
21 28
1
Y
1 91
10 19
1
Y
39 3
36 40
1
Y
128
24 28
1
Y
124 80 19
30 32
1
Y
114 103 14
4 14
1
Y
51
24 33
1
Y
112 119
10 17
1
Y
126 135
45 55
1
Y
11 149
54 59
1
Y
142
29 32
1
N
63 86 66
41 43
1
Y
146 139
25 29
1
Y
114 111 135
25 32
1
Y
17 71 93
22 32
1
Y
23 106 133
36 42
1
N
83 3
49 52
1
Y
23
22 25
1
Y
17 37
46 50
1
Y
40
45 53
1
Y
91
29 39
1
Y
65 12 118
38 41
1
Y
39
32 35
1
Y
108 121
24 28
1
Y
10 3
7 8
1
Y
99
43 46
1
N
64
23 23
1
Y
53 115
31 38
1
Y
14
1 6
1
Y
146 83
41 45
1
N
147 134
40 43
1
Y
60
16 19
1
N
49 1 100
20 29
1
N
106
32 39
1
Y
97 19 66
11 16
1
Y
134 16
28 28
