1
50 250
41 25 4
42 26 4
42 36 1
42 23 4
42 38 3
42 10 4
43 16 3
43 17 3
43 44 3
43 24 2
43 46 3
44 31 4
44 43 3
44 20 5
44 32 5
45 5 3
45 3 4
45 48 2
45 39 2
46 32 1
46 23 4
46 7 3
46 39 2
46 40 1
46 43 3
46 38 5
47 30 5
47 2 5
47 36 2
47 17 2
47 1 1
48 22 2
48 2 4
48 45 2
48 27 4
48 26 1
49 34 4
49 10 5
49 39 3
500
1
Y
11
15 18
1
Y
11 37
43 51
1
Y
23 49
41 46
1
Y
27
35 42
1
Y
36
48 50
1
Y
31 7
24 33
1
N
28 44 15
34 40
1
Y
6 21 2
55 57
1
Y
24 49
11 13
1
Y
20 4
43 46
1
Y
27
32 39
1
Y
49
0 2
1
Y
30 16 25
15 18
1
Y
11
16 18
1
Y
45
37 42
1
N
17 14 49
45 50
1
Y
39 46
36 37
1
N
11
30 37
1
N
5
30 30
1
Y
31
35 42
1
N
38 33
27 32
1
Y
9
25 34
1
N
25 5
6 11
1
Y
24 41
3 11
1
Y
36 43
43 51
1
Y
39 38 21
10 13
1
Y
16 28
35 42
1
N
46 28
21 22
1
Y
12 24
57 57
1
Y
22 2
45 46
1
Y
33 7
29 34
1
Y
16
16 23
1
Y
15
45 53
1
Y
19
0 3
1
Y
16 38
38 47
1
Y
10 11
57 57
1
Y
9
24 27
1
N
26 40
53 60
1
Y
28 6
30 35
1
Y
37 23
33 43
1
N
7
52 60
1
Y
27
52 53
1
Y
37 3 35
7 12
1
Y
30 34 5
19 25
1
N
44 43
25 27
1
N
31 44 7
38 41
1
Y
20 35
46 47
1
Y
27 3
29 29
1
Y
47 12
44 44
1
Y
40
18 18
1
Y
49
35 45
1
Y
27 28 47
42 47
1
Y
5
51 60
1
Y
1 2
41 41
1
Y
45 6 3
23 27
1
Y
40 35
16 21
1
Y
33
15 22
1
Y
4 31
4 6
1
Y
13 32
41 50
1
N
2 14 6
37 43
1
Y
6
21 27
1
N
5 6
49 54
1
N
15 40 30
26 32
1
Y
16
8 11
1
Y
17 15
43 48
1
Y
22 1
16 24
1
Y
34 39
19 25
1
Y
40 13
4 13
1
Y
19 37 22
28 32
1
Y
33 40
35 40
1
Y
19 48 18
31 34
1
Y
25
41 47
1
Y
46 41 17
38 42
1
Y
3 21
40 47
1
N
6 40
45 52
1
Y
46 49 30
39 47
1
Y
2 20 15
23 33
1
Y
32
47 56
1
Y
49 27
52 57
1
Y
48
7 16
1
Y
17
43 47
1
Y
16
33 43
1
N
26 15
48 48
1
Y
41
27 37
1
Y
35
8 14
1
Y
39
20 27
1
Y
42 1
1 10
1
Y
4 36
40 47
1
Y
2
39 48
1
Y
0 42
30 32
1
Y
2 43 45
31 35
1
Y
9
48 54
1
N
16
38 40
1
N
10 8 41
4 7
1
Y
1 49
43 48
1
Y
12 22
17 22
1
Y
12 13 38
11 20
1
N
6 8 35
18 19
1
Y
32
3 4
1
N
29
54 54
1
N
44 15
54 54
1
N
28 16 43
24 33
1
Y
24 45
51 58
1
Y
0
48 49
1
N
4 29 36
14 21
1
N
44 30
14 24
1
N
0
36 43
1
Y
10 4
17 24
1
Y
40
41 43
1
Y
41 17
18 19
1
N
49 29 48
18 22
1
Y
38 3 49
5 14
1
Y
5 31 2
15 17
1
Y
20 40 26
47 47
1
Y
47 31
32 33
1
N
39 16
14 19
1
N
24
16 16
1
Y
34
24 32
1
Y
6
6 8
1
Y
23 41
50 56
1
Y
23 49
0 7
1
Y
22 9 40
14 23
1
Y
15 9 16
16 24
1
Y
35 24 3
52 59
1
N
28 12
26 35
1
Y
25
13 16
1
Y
22 36 45
33 40
1
N
5 31
11 21
1
Y
38 11
11 19
1
Y
43
12 15
1
Y
31
27 31
1
Y
19
13 15
1
N
27
51 57
1
Y
23 43 45
28 28
1
Y
45 49 43
1 5
1
N
32 20
8 15
1
Y
17 43
51 53
1
Y
3 30 2
13 13
1
Y
6 44
40 48
1
Y
14 9
15 18
1
Y
7
4 13
1
Y
24
44 50
1
N
36 46 39
15 21
1
Y
13 25
34 40
1
Y
16 42
29 34
1
Y
7
51 54
1
Y
24 32
6 10
1
Y
16 26
24 29
1
Y
44
16 25
1
N
8 1
24 24
1
Y
33
28 33
1
Y
41 40 46
49 52
1
Y
6 7 4
1 9
1
N
41
29 30
1
Y
0
2 9
1
Y
29
33 34
1
Y
19 31 40
54 60
1
N
43
2 3
1
Y
14
30 31
1
Y
25
22 24
1
Y
5 41
46 47
1
Y
15 23
10 12
1
N
18 5
44 51
1
Y
42
12 22
1
Y
16 30 7
35 39
1
N
47 44
4 4
1
N
41 45
7 16
1
N
11 36 14
48 56
1
Y
21 5
28 37
1
Y
12 20 22
29 35
1
N
43 4 8
11 17
1
Y
45 20 8
20 28
1
Y
38 49 47
3 5
1
Y
18
41 50
1
Y
47
6 6
1
N
0
30 32
1
Y
13 17 22
28 28
1
Y
31 41 6
41 50
1
Y
12 39 5
13 23
1
Y
39
16 26
1
Y
31
37 40
1
N
34 19
56 58
1
Y
28
0 10
1
Y
18
6 6
1
Y
27 49
40 44
1
Y
27 19 32
12 18
1
N
24 26 16
34 43
1
Y
30 35 49
17 24
1
Y
43 45
29 30
1
Y
19 23
48 53
1
Y
40 0
11 15
1
N
7 35
28 29
1
N
26
0 7
1
N
37 34 44
15 15
1
Y
31
13 17
1
N
14 31 32
2 2
1
Y
21
11 14
1
Y
47 29 19
34 44
1
Y
13 28
42 46
1
Y
35
34 43
1
N
34
31 34
1
Y
17
15 24
1
Y
44
13 15
1
N
7 48
33 34
1
N
5 45
7 10
1
Y
49 3
11 11
1
Y
0 22 30
49 50
1
Y
28 19 8
34 38
1
Y
10 12
49 55
1
N
6 27 7
46 50
1
Y
25 26 23
22 27
1
Y
22
5 8
1
Y
40
49 52
1
Y
41
3 3
1
Y
18
12 18
1
Y
45
29 34
1
Y
24 48 8
8 16
1
Y
8
12 19
1
Y
42 15 21
50 58
1
N
8 13
11 18
1
Y
28 7 10
29 38
1
Y
48 1
39 43
1
Y
23 1
32 39
1
N
37
31 38
1
Y
36 6
51 55
1
Y
16
25 30
1
Y
27 36 6
31 36
1
Y
48 30 33
42 52
1
Y
21 30
47 52
1
Y
44
53 60
1
Y
41
1 1
1
Y
1
31 32
1
Y
9
41 50
1
Y
22
40 45
1
Y
15 11 19
49 57
1
Y
38 32
38 44
1
N
16 35
17 20
1
Y
20
45 52
1
Y
16 34
31 35
1
Y
12 0 11
37 47
1
Y
45
1 5
1
Y
20 12 15
24 25
1
Y
30 27 32
2 10
1
N
16
32 37
1
Y
46
51 54
1
Y
11
9 10
1
Y
1 18
5 6
1
Y
8
17 21
1
Y
9 7
21 22
1
Y
24
21 26
1
N
5 18
7 11
1
Y
26 21 48
36 38
1
N
44 26
33 40
1
Y
32
28 29
1
Y
15
35 42
1
Y
21
10 16
1
N
23
53 56
1
Y
3 7
46 53
1
N
30
45 45
1
Y
21 49
18 26
1
Y
2 10 32
22 27
1
Y
47 48 17
48 53
1
N
17 14 30
47 53
1
N
17 32
51 51
1
N
36
47 52
1
Y
48 8 30
26 27
1
N
36 4 14
52 55
1
N
18 46
14 20
1
Y
35 38 25
7 12
1
Y
3 40
26 26
1
Y
14 26
35 44
1
Y
40
18 28
1
Y
47 16
54 54
1
Y
35 45
23 32
1
Y
2
20 29
1
N
19
52 52
1
N
13 11
47 49
1
Y
43
9 19
1
Y
21 8
22 32
1
Y
4 39
40 45
1
Y
10 15
28 31
1
N
7
7 13
1
Y
12 1
20 30
1
Y
33
53 56
1
Y
23
17 24
1
Y
16 11
50 54
1
Y
12 13 46
24 28
1
Y
32 48 31
31 39
1
Y
24
46 53
1
Y
48 31
42 48
1
Y
28
5 9
1
Y
1
10 18
1
N
11 36 32
41 49
1
Y
14
52 57
1
Y
1
55 55
1
Y
4
2 6
1
Y
19 26
5 13
1
Y
46 32
51 51
1
Y
39 9
27 31
1
Y
36 30
24 30
1
Y
0
40 48
1
Y
42 37
52 56
1
Y
22 33 36
27 35
1
Y
31 30 21
35 35
1
Y
13 0 23
24 27
1
Y
46 24
15 19
1
N
18
51 51
1
Y
3 16 28
37 39
1
Y
8
25 28
1
Y
30 32
42 47
1
Y
28 32
40 48
1
Y
19 26 23
26 27
1
Y
18 44
41 49
1
Y
12 24
56 59
1
Y
28
32 42
1
N
38
18 22
1
Y
18 15 47
43 44
1
Y
4 25
46 52
1
Y
45 15
37 39
1
Y
43 45 8
17 19
1
N
24 32
33 35
1
Y
4 13
34 35
1
Y
33 30 29
26 26
1
N
35 3 24
28 37
1
Y
12
10 10
1
Y
26
12 17
1
Y
42
46 54
1
N
18 29 28
5 15
1
N
25
9 18
1
Y
36 48
43 46
1
Y
20
5 14
1
N
18 12 14
51 59
1
Y
24
0 7
1
N
10 15 16
6 14
1
Y
7
50 60
1
N
8 20 2
26 26
1
Y
9 22
7 13
1
Y
48
47 47
1
Y
44
12 19
1
Y
34 1
2 11
1
Y
18 17 41
42 44
1
N
12
8 8
1
Y
2 0
20 25
1
Y
13
26 26
1
Y
40 27 12
42 48
1
Y
39 38 4
47 50
1
Y
1 20 22
54 54
1
N
3 1 8
3 5
1
Y
11 31 18
7 15
1
Y
32
36 38
1
Y
20 17 23
15 19
1
Y
7 34 36
26 28
1
Y
3
23 23
1
Y
31 9
23 23
1
Y
33 5 31
25 25
1
Y
35
22 29
1
N
30 42 8
44 46
1
Y
28 4
46 56
1
Y
0 1 16
44 54
1
Y
24 28 32
29 31
1
Y
23 7
3 13
1
Y
41
59 59
1
Y
7 15 20
3 5
1
Y
5
4 6
1
Y
44 3 35
51 54
1
Y
28 12 6
1 1
1
Y
19 10
21 29
1
Y
7 34 1
11 14
1
Y
44
44 45
1
Y
41 12
11 21
1
N
31 16
7 12
1
Y
13 41 37
36 38
1
N
40
23 26
1
Y
42 7 36
41 48
1
Y
18
32 38
1
Y
40 42 28
8 16
1
Y
23
13 17
1
Y
35 32
5 12
1
Y
37 12 10
59 60
1
Y
48 46
45 46
1
Y
17
22 23
1
Y
5
14 24
1
Y
15
7 7
1
Y
18 32 36
7 9
1
N
15 32
45 52
1
N
13 9
56 59
1
Y
19 36
3 13
1
N
24
58 60
1
Y
35 31
32 42
1
Y
11 49 14
27 34
1
N
8
28 37
1
Y
1
30 37
1
Y
39
27 28
1
N
35 40 27
31 33
1
Y
31 30
41 47
1
Y
38
6 14
1
Y
17 29 25
18 19
1
Y
30 47
53 58
1
N
24 30 4
2 4
1
Y
49 6 28
2 4
1
Y
17 43
0 9
1
Y
9
39 48
1
Y
17
7 9
1
Y
35
1 1
1
Y
31 21
7 15
1
N
13
28 36
1
N
8 32
40 43
1
Y
36 12 19
47 50
1
Y
42
27 30
1
Y
34 37 12
4 8
1
Y
39 20
56 56
1
Y
29 19 35
19 27
1
Y
17 32
3 13
1
N
23 37 1
24 31
1
Y
11 14 19
18 27
1
Y
49 25
41 51
1
Y
44 47
40 48
1
N
2 1 41
3 4
1
Y
44 22
4 11
1
N
49
18 27
1
N
33
6 9
1
Y
26 45 25
7 17
1
Y
15
35 38
1
Y
19 38 45
22 31
1
Y
22 40
24 25
1
Y
32
22 31
1
Y
45
48 56
1
N
8 45
13 20
1
N
17
39 44
1
Y
0
47 56
1
Y
10
50 55
1
Y
29 11 18
29 39
1
Y
35 26 46
11 20
1
Y
28 29
36 45
1
Y
47 35
37 43
1
Y
30
38 46
1
N
43 7
47 48
1
Y
31 46
47 56
1
Y
40 7
38 42
1
Y
12 47
57 57
1
Y
49
16 20
1
Y
32 35
50 53
1
Y
38
42 50
1
Y
2 43 11
4 12
1
Y
32
16 17
1
Y
49 6
54 59
1
Y
6
16 21
1
N
12 15 16
15 23
1
Y
11 2 16
44 46
1
Y
14
41 44
1
Y
2 26 41
29 33
1
Y
39 28 16
18 20
1
Y
45 26
43 46
1
Y
36 30 0
17 17
1
Y
34
15 15
1
N
29
50 59
1
Y
22 49 19
50 56
1
Y
33 9 10
50 57
1
Y
5
28 38
1
Y
39 36
43 53
1
Y
46 35 38
2 12
1
Y
34
37 43
1
Y
21 40 4
44 44
1
N
29
20 26
1
Y
21
3 8
1
Y
43
39 40
1
Y
26 12
51 60
1
Y
46 49 32
50 57
1
Y
46 19 48
27 31
1
Y
18 19
50 57
1
Y
35 31 17
16 26
1
Y
2 29 41
31 35
1
N
47 20 44
25 27
1
Y
18 20 34
46 55
1
Y
31 47
36 43
1
Y
37 20 48
41 41
1
N
47 24 40
27 37
1
N
24 2
41 48
1
Y
8
20 24
1
Y
27
25 32
1
Y
40 25
40 41
1
Y
7
41 44
1
N
1 13
8 13
1
Y
31 39 25
18 22
1
Y
1
31 37
1
Y
26 33 12
5 7
1
Y
14
55 60
1
N
30
18 25
1
N
1 34
30 31
1
Y
31
34 38
1
Y
7 28 47
21 25
1
Y
48 49
16 24
1
Y
41
7 16
1
Y
28 19 34
42 49
1
Y
12 49 43
15 24
1
Y
37 32 9
23 33
1
Y
3 36
36 44
1
Y
37 7
38 47
1
Y
33 39
49 54
1
Y
28 22
30 32
