1
250 1250
45 125 5
45 129 1
46 15 1
46 147 1
46 99 4
46 175 5
46 108 3
47 226 3
47 166 1
47 93 1
47 148 3
47 69 5
47 112 3
48 193 2
48 184 2
49 129 4
49 38 5
49 164 4
49 194 1
50 111 4
50 12 3
50 60 2
51 195 4
52 95 2
52 6 5
53 124 4
53 9 3
53 73 3
54 72 2
54 244 1
54 126 2
55 117 4
55 59 3
55 5 3
55 97 5
55 165 4
55 70 2
56 12 1
56 154 4
56 60 1
56 170 1
56 120 3
56 240 2
56 5 2
56 148 4
56 34 2
56 199 5
56 198 3
57 69 3
57 208 4
57 128 1
57 235 1
57 0 4
57 145 3
58 136 2
58 10 2
58 26 5
59 120 4
59 97 1
59 55 3
59 12 4
59 202 1
59 154 3
59 125 1
59 171 4
60 25 2
60 56 1
60 4 1
60 148 3
60 50 2
60 235 1
61 227 3
61 168 3
61 225 3
61 88 5
62 220 3
62 1 2
62 213 2
62 150 3
63 186 1
63 9 5
63 188 2
63 71 3
63 93 2
64 95 3
64 116 4
64 206 2
65 203 4
65 158 2
65 91 3
65 74 4
65 157 3
65 199 3
65 123 1
65 220 3
65 225 1
65 245 3
66 108 5
67 94 5
67 158 1
67 232 5
67 10 3
68 171 1
68 76 5
68 177 5
68 150 1
69 57 3
69 190 4
69 47 5
69 14 5
69 140 1
69 202 5
69 240 4
70 45 4
70 207 2
70 95 4
70 55 2
70 42 3
70 239 4
70 16 4
71 221 2
71 184 4
71 39 4
71 104 4
71 38 5
71 145 5
71 195 5
71 10 3
71 187 1
71 63 3
72 15 5
72 54 2
72 163 5
72 30 5
72 199 5
73 109 2
73 178 3
73 107 2
73 179 2
73 53 3
74 236 3
74 192 1
74 78 4
74 65 4
74 34 5
74 81 2
74 216 4
74 186 1
74 82 3
75 0 5
75 230 1
75 98 4
75 13 2
75 213 1
76 68 5
76 116 1
77 244 4
77 111 5
77 14 2
77 237 4
78 74 4
78 4 4
78 81 1
78 93 4
79 131 1
79 202 2
79 15 1
79 184 5
79 228 1
80 102 1
80 208 5
80 149 2
81 194 1
81 195 2
81 143 1
81 160 4
81 42 4
81 21 5
81 152 1
81 74 2
81 184 3
81 27 1
81 170 1
81 78 1
82 10 2
82 226 4
82 158 1
82 204 2
82 74 3
83 234 1
83 45 4
83 156 2
84 224 1
84 185 5
84 100 3
85 101 2
85 137 4
85 127 5
85 38 3
85 227 3
85 201 1
86 198 2
86 239 4
86 178 5
86 13 4
86 182 2
87 225 5
87 35 4
87 120 3
88 131 4
88 92 1
88 10 5
88 235 1
88 61 5
88 12 3
89 120 2
89 22 2
89 199 3
90 119 3
90 104 4
90 17 3
90 171 1
91 192 5
91 223 2
91 65 3
91 202 4
91 115 1
91 234 3
91 189 1
92 88 1
93 22 1
93 103 2
93 47 1
93 172 3
93 205 5
93 63 2
93 78 4
94 67 5
94 28 1
94 242 5
94 119 3
95 64 3
95 216 5
95 11 4
95 70 4
95 177 2
95 52 2
96 196 4
96 174 5
96 223 5
96 195 5
96 153 1
96 108 4
96 110 1
97 141 1
97 59 1
97 123 3
97 174 1
97 164 2
97 55 5
97 189 1
98 163 4
98 205 4
98 159 3
98 3 2
98 248 1
98 239 5
98 75 4
98 112 4
98 25 3
99 17 5
99 102 3
99 238 1
99 46 4
99 124 4
99 22 2
99 245 2
99 171 3
99 142 1
100 5 3
100 103 2
100 166 5
100 128 2
100 214 1
100 84 3
101 85 2
101 36 2
101 223 5
101 111 1
102 80 1
102 99 3
103 93 2
103 100 2
103 193 2
103 143 4
103 231 5
104 38 4
104 71 4
104 145 1
104 18 2
104 90 4
104 13 5
105 34 1
105 208 4
105 194 2
105 150 3
105 5 1
105 10 3
106 240 3
106 37 4
106 188 4
106 109 3
107 245 1
107 125 4
107 73 2
107 155 5
108 7 3
108 96 4
108 66 5
108 131 1
108 46 3
109 124 2
109 141 1
109 73 2
109 193 3
109 244 1
109 106 3
110 131 3
110 217 4
110 43 1
110 11 1
110 96 1
111 50 4
111 9 4
111 77 5
111 150 2
111 113 2
111 155 3
111 101 1
112 133 1
112 47 3
112 170 3
112 98 4
113 139 4
113 199 1
113 204 3
113 0 4
113 38 5
113 111 2
114 0 4
114 44 2
114 198 1
114 152 4
115 27 2
115 222 5
115 91 1
115 238 4
116 218 3
116 193 2
116 64 4
116 200 2
116 76 1
117 176 5
117 150 1
117 55 4
117 196 3
117 165 1
118 215 5
118 227 5
118 238 3
118 44 5
119 243 3
119 90 3
119 212 2
119 94 3
120 59 4
120 221 2
120 89 2
120 56 3
120 246 4
120 87 3
120 130 3
121 127 2
121 134 1
121 10 2
121 213 4
121 184 4
123 97 3
123 179 4
123 65 1
123 148 4
123 180 2
124 109 2
124 40 2
124 175 3
124 53 4
124 218 5
124 99 4
124 212 5
124 20 2
125 169 2
125 20 5
125 45 5
125 107 4
125 59 1
125 211 2
126 15 1
126 54 2
127 121 2
127 228 3
127 85 5
127 212 2
127 216 2
127 175 1
127 210 1
128 188 3
128 236 1
128 100 2
128 57 1
128 38 4
128 25 4
128 233 3
129 233 5
129 143 3
129 49 4
129 154 2
129 45 1
129 245 3
130 31 4
130 202 5
130 120 3
131 237 5
131 21 2
131 88 4
131 110 3
131 79 1
131 108 1
132 220 3
132 170 2
133 112 1
133 248 1
134 121 1
134 232 1
134 137 1
134 144 1
135 32 4
136 173 1
136 223 5
136 34 4
136 172 4
136 58 2
137 10 1
137 206 3
137 85 4
137 41 2
137 5 2
137 29 3
137 134 1
138 20 4
138 181 4
138 140 2
138 171 4
139 113 4
139 146 3
139 150 4
139 190 1
139 1 2
140 188 4
140 158 1
140 238 4
140 69 1
140 138 2
141 97 1
141 109 1
141 171 4
142 208 4
142 169 4
142 99 1
143 151 3
143 31 4
143 81 1
143 129 3
143 103 4
144 19 5
144 134 1
144 15 5
145 104 1
145 71 5
145 11 2
145 57 3
146 44 2
146 185 4
146 139 3
146 207 1
146 18 5
146 21 1
147 156 5
147 46 1
147 221 2
147 155 2
148 223 3
148 241 4
148 217 2
148 47 3
148 188 4
148 60 3
148 123 4
148 56 4
148 175 3
149 167 5
149 204 1
149 80 2
149 1 3
149 214 1
150 196 2
150 117 1
150 219 2
150 202 3
150 111 2
150 139 4
150 8 2
150 105 3
150 62 3
150 9 2
150 68 1
151 229 1
151 37 1
151 143 3
151 199 4
152 37 5
152 81 1
152 199 5
152 158 4
152 114 4
153 25 3
153 244 1
153 96 1
153 10 1
153 227 3
154 197 4
154 155 2
154 56 4
154 224 3
154 28 1
154 129 2
154 242 4
154 59 3
154 172 4
155 154 2
155 29 3
155 158 5
155 199 1
155 111 3
155 224 2
155 205 1
155 244 5
155 147 2
155 107 5
156 147 5
156 83 2
156 16 3
157 6 1
157 65 3
157 206 2
157 210 3
158 225 2
158 194 5
158 166 4
158 65 2
158 140 1
158 155 5
158 174 3
158 82 1
158 67 1
158 152 4
159 188 1
159 98 3
159 12 4
159 194 4
160 37 5
160 81 4
160 179 1
160 36 5
160 188 2
160 214 3
162 182 5
162 3 5
162 216 1
162 198 2
163 98 4
163 181 2
163 214 2
163 7 1
163 72 5
164 182 4
164 97 2
164 16 4
164 203 2
164 25 4
164 49 4
165 26 3
165 55 4
165 213 2
165 117 1
166 158 4
166 213 4
166 47 1
166 100 5
166 22 4
167 149 5
167 214 1
167 243 3
167 40 5
168 176 1
168 61 3
168 204 3
168 244 3
168 20 1
168 215 3
169 125 2
169 232 4
169 226 2
169 179 2
169 184 3
169 142 4
169 42 5
170 10 4
170 132 2
170 56 1
170 112 3
170 81 1
171 34 4
171 68 1
171 197 4
171 184 3
171 99 3
171 141 4
171 138 4
171 59 4
171 90 1
172 93 3
172 136 4
172 193 3
172 230 4
172 154 4
173 136 1
173 231 4
174 96 5
174 97 1
174 158 3
174 183 5
175 124 3
175 44 1
175 127 1
175 148 3
175 46 5
176 117 5
176 168 1
176 249 3
177 42 5
177 68 5
177 21 3
177 95 2
177 249 3
178 19 1
178 73 3
178 86 5
178 248 2
179 123 4
179 160 1
179 234 5
179 169 2
179 196 5
179 38 4
179 73 2
179 218 1
180 198 2
180 123 2
181 138 4
181 163 2
181 214 1
181 215 3
182 235 4
182 162 5
182 164 4
182 86 2
183 244 5
183 226 1
183 174 5
183 206 4
184 71 4
184 196 4
184 48 2
184 171 3
184 169 3
184 81 3
184 121 4
184 79 5
185 146 4
185 221 1
185 84 5
185 30 4
186 63 1
186 218 4
186 190 4
186 74 1
186 242 3
187 19 1
187 38 4
187 30 5
187 71 1
188 128 3
188 140 4
188 238 2
188 159 1
188 13 5
188 148 4
188 231 4
188 106 4
188 63 2
188 160 2
188 228 5
189 243 5
189 91 1
189 7 1
189 97 1
190 198 5
190 69 4
190 241 1
190 186 4
190 139 1
191 238 2
191 40 3
191 220 1
191 9 4
192 91 5
192 74 1
192 31 5
193 116 2
193 103 2
193 172 3
193 48 2
193 109 3
194 158 5
194 11 3
194 81 1
194 244 3
194 217 4
194 105 2
194 38 4
194 26 5
194 159 4
194 49 1
195 81 2
195 96 5
195 51 4
195 71 5
196 96 4
196 150 2
196 184 4
196 117 3
196 179 5
196 42 3
197 226 2
197 154 4
197 38 1
197 171 4
197 230 3
198 86 2
198 4 5
198 114 1
198 180 2
198 190 5
198 56 3
198 162 2
198 205 2
199 113 1
199 151 4
199 155 1
199 65 3
199 219 1
199 152 5
199 56 5
199 72 5
199 89 3
200 247 3
200 220 1
200 116 2
200 32 3
201 206 2
201 39 1
201 226 5
201 7 5
201 85 1
202 91 4
202 79 2
202 150 3
202 130 5
202 59 1
202 69 5
203 249 2
203 65 4
203 242 3
203 164 2
204 113 3
204 168 3
204 245 3
204 149 1
204 82 2
205 98 4
205 247 3
205 93 5
205 155 1
205 198 2
206 137 3
206 201 2
206 157 2
206 38 4
206 64 2
206 183 4
207 70 2
207 146 1
208 57 4
208 105 4
208 243 3
208 142 4
208 80 5
208 221 4
208 235 1
208 11 1
209 220 1
210 127 1
210 157 3
211 0 4
211 125 2
211 41 4
212 127 2
212 31 4
212 124 5
212 119 2
213 166 4
213 121 4
213 62 2
213 165 2
213 75 1
214 181 1
214 163 2
214 167 1
214 100 1
214 160 3
214 16 1
214 243 2
214 149 1
215 118 5
215 42 3
215 181 3
215 168 3
216 95 5
216 127 2
216 162 1
216 74 4
217 110 4
217 148 2
217 194 4
218 186 4
218 116 3
218 124 5
218 179 1
219 150 2
219 8 2
219 243 5
219 199 1
220 62 3
220 132 3
220 209 1
220 17 3
220 223 5
220 191 1
220 65 3
220 200 1
221 120 2
221 71 2
221 185 1
221 19 2
221 147 2
221 208 4
222 1 4
222 115 5
222 35 5
222 24 1
223 148 3
223 136 5
223 96 5
223 91 2
223 20 5
223 220 5
223 101 5
223 18 1
224 30 1
224 8 5
224 84 1
224 154 3
224 155 2
225 158 2
225 61 3
225 87 5
225 65 1
226 197 2
226 47 3
226 248 4
226 82 4
226 169 2
226 201 5
226 183 1
227 61 3
227 118 5
227 85 3
227 153 3
228 127 3
228 188 5
228 79 1
229 151 1
229 12 5
229 243 3
230 2 3
230 75 1
230 197 3
230 172 4
230 11 5
231 188 4
231 103 5
231 173 4
232 7 1
232 169 4
232 134 1
232 67 5
233 129 5
233 238 1
233 5 5
233 20 2
233 128 3
233 42 4
234 83 1
234 179 5
234 91 3
234 22 2
235 182 4
235 88 1
235 60 1
235 23 3
235 57 1
235 42 4
235 208 1
236 74 3
236 128 1
236 247 5
237 131 5
237 3 5
237 77 4
238 188 2
238 233 1
238 191 2
238 37 3
238 140 4
238 115 4
238 99 1
238 118 3
239 86 4
239 10 4
239 98 5
239 70 4
240 106 3
240 17 2
240 41 4
240 56 2
240 38 4
240 27 1
240 69 4
241 148 4
241 190 1
242 94 5
242 203 3
242 154 4
242 186 3
243 3 4
243 189 5
243 219 5
243 119 3
243 167 3
243 208 3
243 245 4
243 23 2
243 214 2
243 32 5
243 229 3
244 77 4
244 168 3
244 153 1
244 2 2
244 194 3
244 183 5
244 54 1
244 109 1
244 32 4
244 155 5
245 204 3
245 107 1
245 243 4
245 99 2
245 129 3
245 65 3
246 2 2
246 120 4
247 200 3
247 205 3
247 236 5
248 226 4
248 133 1
248 98 1
248 178 2
249 203 2
249 176 3
249 177 3
500
1
Y
48 110
29 30
1
Y
54 231
36 42
1
Y
214
26 26
1
Y
120 116 130
54 58
1
Y
124 72
9 18
1
Y
12
39 47
1
Y
87 172
35 38
1
Y
40
13 18
1
N
152 192 139
21 23
1
Y
191 221
26 28
1
Y
163 146
22 24
1
Y
24
17 21
1
Y
64 15 175
37 45
1
Y
150 80
54 55
1
N
217
16 22
1
Y
137 155 34
27 28
1
Y
150 127
56 58
1
Y
43 64
47 52
1
Y
21
4 5
1
Y
102 12
7 10
1
Y
25 41 202
19 23
1
Y
101 110 81
2 12
1
N
187 42
27 35
1
Y
232
33 40
1
Y
17 87 134
7 12
1
Y
241 20 190
29 30
1
Y
88 236 38
49 51
1
Y
120
57 60
1
Y
196 49 165
8 11
1
Y
84
13 22
1
Y
90 82 171
26 34
1
Y
153
35 38
1
Y
157
12 21
1
N
205
27 31
1
Y
72 149 132
20 22
1
Y
180 88 24
54 57
1
N
172 82 97
52 56
1
Y
61 160
46 51
1
Y
177 187
26 33
1
Y
19 170 238
20 21
1
Y
55
52 52
1
N
205
8 16
1
Y
63 143
13 18
1
Y
98 161 117
10 15
1
Y
77 207 194
43 52
1
N
217
30 39
1
N
83 131
19 29
1
Y
229
37 47
1
N
3 193
17 24
1
Y
60 230 54
21 31
1
Y
152
5 13
1
Y
71
52 52
1
N
117
34 41
1
Y
106 113
2 11
1
Y
225 156 25
4 14
1
Y
209 38
43 44
1
N
11
2 11
1
N
93
49 57
1
Y
223 218 236
47 54
1
Y
164 161
10 12
1
N
221 144 30
30 36
1
Y
0
51 52
1
Y
8
41 47
1
Y
168 198
40 46
1
N
207
48 57
1
Y
151 244
16 19
1
Y
13
35 35
1
N
225 53
0 10
1
Y
141 224 133
52 53
1
Y
102 55
1 8
1
Y
146
38 45
1
N
117 50
45 51
1
N
151 5
30 39
1
Y
124 138 149
41 47
1
Y
92 111
46 48
1
Y
40 126 66
2 5
1
Y
78 193
38 46
1
Y
45 53 121
9 16
1
Y
109
4 7
1
Y
133 119 131
28 32
1
Y
196 195 148
52 54
1
Y
19 122 113
13 14
1
Y
37
44 44
1
Y
170 159
16 25
1
Y
30 209 78
6 12
1
Y
1 88
40 41
1
N
154
36 41
1
Y
136 44 36
6 14
1
Y
156 153 241
23 32
1
Y
241 8
22 24
1
Y
148
39 40
1
Y
8
36 37
1
Y
124
31 33
1
Y
202
41 49
1
Y
25
24 34
1
Y
150 20 14
27 32
1
Y
167
42 52
1
Y
233 225 188
48 56
1
Y
129 45
32 37
1
Y
153 87 64
52 56
1
Y
90 50
30 36
1
N
141 98
54 59
1
N
61 119
25 25
1
Y
2
0 5
1
N
111
20 30
1
Y
135 4
5 8
1
N
122 81
19 28
1
Y
46 19 74
21 31
1
Y
12 155
22 29
1
Y
224 24
30 38
1
Y
226 27
49 55
1
Y
85 33
34 42
1
Y
84 77 30
1 2
1
N
121 94
1 3
1
Y
161
29 30
1
Y
97 197 198
31 39
1
Y
51
9 18
1
Y
24 126 51
38 46
1
Y
160
32 34
1
Y
133
53 56
1
N
168 116
42 48
1
Y
114 122
12 16
1
Y
122 160
47 55
1
N
1 242 171
15 18
1
N
62 128 183
54 60
1
Y
52
3 12
1
Y
196 91 177
32 37
1
Y
20 195
28 38
1
Y
62 25 242
35 37
1
N
199 202 174
45 48
1
Y
128 45
32 32
1
Y
36
20 29
1
Y
53 231 82
33 37
1
N
79 216
51 56
1
N
197 166 214
17 26
1
Y
198
9 13
1
Y
64 91
18 20
1
Y
97
1 11
1
N
209 41
47 51
1
Y
200
60 60
1
N
69
53 56
1
N
185
29 39
1
Y
14
41 46
1
Y
227 195 185
18 25
1
Y
124
2 3
1
Y
231 36 200
0 4
1
Y
185 173
12 12
1
Y
238 176 17
23 30
1
Y
29
3 13
1
Y
64
18 19
1
Y
156 168
3 13
1
N
178 247 207
10 15
1
Y
6 141 91
32 38
1
N
176 156
5 13
1
Y
46
42 42
1
Y
161 206 25
34 35
1
N
218
44 48
1
Y
49 194 176
43 47
1
Y
16 17
16 19
1
N
111 74
32 33
1
Y
128 221
25 28
1
Y
190
16 24
1
Y
177
4 6
1
N
190
1 11
1
N
100 27
41 50
1
N
51
6 9
1
Y
170 8 132
16 20
1
Y
239 2
18 28
1
N
248
10 16
1
Y
45
48 53
1
Y
97 93 46
27 28
1
N
240
41 41
1
Y
218 46 129
41 45
1
Y
219 9 91
37 47
1
Y
53 119 162
38 42
1
N
15 33
46 53
1
Y
72 30 32
33 33
1
Y
185 69
32 35
1
Y
71 156 43
28 32
1
N
227 170 83
32 41
1
N
43
9 9
1
Y
93 111
42 46
1
Y
35 199
20 24
1
Y
124
10 13
1
Y
181
37 44
1
Y
19 63 179
48 49
1
Y
22 104
42 45
1
N
118
35 35
1
Y
63 179
20 30
1
Y
43 12 215
37 40
1
Y
145 15
33 34
1
Y
151
34 43
1
Y
134 113 236
31 35
1
Y
17 18
13 22
1
Y
155
30 40
1
Y
191 101
29 38
1
Y
43
15 16
1
Y
107 116
34 40
1
Y
217
1 6
1
N
221 242
13 18
1
Y
116
35 40
1
Y
61
21 22
1
Y
40
28 34
1
Y
59 152
44 51
1
Y
170
17 26
1
Y
209 198 207
21 31
1
N
168 4 218
14 18
1
Y
127 23
2 5
1
N
99 114 133
42 42
1
Y
215 30 230
20 25
1
Y
248 189
52 57
1
Y
165
1 3
1
Y
149 39 235
34 36
1
Y
155 226
39 44
1
Y
166 47 113
18 23
1
Y
150
42 50
1
N
125 156
35 36
1
N
75 197 144
27 34
1
Y
102 149 19
27 35
1
Y
140 179
18 18
1
N
218 100
20 29
1
Y
21 10 51
12 20
1
N
120 189
36 46
1
Y
158
41 45
1
Y
161
23 32
1
Y
100 23 6
23 32
1
Y
219 169
30 35
1
Y
195
47 55
1
Y
1
42 42
1
Y
33
14 17
1
Y
20 62
8 18
1
Y
147 5
47 47
1
N
142
51 53
1
Y
69 160
26 33
1
Y
64
2 2
1
Y
159 39
33 39
1
Y
85
34 43
1
Y
146 92 96
2 12
1
Y
76 219 74
3 8
1
Y
145
5 10
1
Y
142 148 180
6 9
1
N
138
40 42
1
Y
32 165
49 59
1
Y
14
3 7
1
N
34
41 45
1
Y
10 45 129
23 28
1
Y
171 112
26 32
1
N
198
53 53
1
Y
156
11 11
1
N
225
20 28
1
Y
87 212
30 31
1
Y
112 188
49 58
1
Y
234 105
10 13
1
Y
132
39 39
1
N
17 91 197
26 36
1
Y
215
27 37
1
Y
63 211 67
29 36
1
Y
173
20 22
1
Y
137
2 4
1
Y
65 101 50
32 34
1
N
86 171
29 38
1
Y
12 57 244
36 41
1
Y
145
27 29
1
Y
186 12 98
30 40
1
Y
141 175
37 42
1
N
76 174 176
28 38
1
Y
51 140 52
9 16
1
Y
166 6 207
14 14
1
Y
54 155
37 43
1
Y
12 214 150
37 45
1
Y
110
17 19
1
N
235
30 40
1
N
236 102
18 24
1
Y
168 213
30 40
1
Y
111 247 141
37 44
1
N
200
27 33
1
N
209
5 9
1
Y
72 60
4 8
1
Y
60
26 36
1
Y
105
42 42
1
Y
118
32 33
1
Y
76 119 137
21 29
1
N
114 236
2 11
1
Y
242 120 171
5 6
1
N
224
16 17
1
Y
34 120
48 57
1
Y
246 231 203
20 22
1
Y
69 96
22 25
1
Y
55
53 58
1
Y
128 130 216
49 59
1
Y
232 1 240
17 26
1
Y
143 237 162
17 21
1
Y
56 132 152
52 60
1
Y
193
18 27
1
Y
26
10 17
1
Y
75 101 167
40 45
1
Y
96 5
17 27
1
Y
138 208
37 44
1
Y
208
40 44
1
Y
192 20 175
36 37
1
Y
123 243 211
27 33
1
Y
14
17 27
1
Y
183 232 145
37 46
1
Y
99 66 163
35 39
1
Y
218 215
37 40
1
N
159
22 23
1
Y
224 217
43 46
1
N
99 170 201
28 37
1
Y
159 226 87
5 12
1
Y
157 29
50 56
1
Y
32 54 186
5 11
1
Y
187
29 30
1
Y
193 244
33 34
1
N
238 239 57
20 29
1
Y
136 112 187
52 60
1
Y
75
9 16
1
Y
94 191 70
30 30
1
Y
246
19 23
1
N
182 69 215
48 53
1
Y
116
41 44
1
Y
161 240
0 3
1
Y
150
1 2
1
Y
171 102
28 29
1
Y
166 243 237
4 10
1
Y
81 12
19 24
1
N
33 60
36 40
1
Y
242 46 149
11 16
1
Y
184 57
30 33
1
N
13 135
15 18
1
Y
62 228 21
4 9
1
N
63 12
45 50
1
Y
149 62
48 48
1
Y
108 50 209
22 31
1
N
246 44 157
17 23
1
Y
89 85
48 56
1
N
190 197 175
16 24
1
N
216
32 39
1
N
187 202 16
33 41
1
N
117 239 130
16 23
1
Y
139 30 76
15 16
1
Y
18
18 23
1
Y
219 149 96
34 40
1
Y
171 194 220
32 41
1
Y
197 32
18 25
1
Y
86 17 151
23 32
1
Y
174
47 48
1
Y
173 207 124
38 48
1
Y
117 1
58 58
1
Y
2 132 153
22 30
1
Y
72 143
4 14
1
Y
37 25
11 15
1
Y
179 80
6 11
1
Y
97 67 33
21 25
1
N
220
7 13
1
Y
107 48
53 53
1
N
181 214
11 21
1
Y
94
6 15
1
N
41 244
17 27
1
Y
102
35 43
1
Y
72
51 51
1
Y
239 133
41 50
1
Y
214
2 12
1
N
93 74
53 60
1
Y
210 3 155
1 11
1
Y
131
0 1
1
Y
155
42 50
1
N
195 219
9 12
1
Y
201 60
43 49
1
Y
24 183 73
10 17
1
N
225
23 26
1
Y
10
34 43
1
Y
128 136 81
2 10
1
Y
14
49 53
1
N
29 221 116
48 55
1
Y
75 55
14 19
1
Y
156
29 35
1
Y
21 42 187
41 50
1
Y
22 61
53 57
1
N
9 26 38
29 34
1
Y
242 67
6 11
1
Y
189 82 247
41 47
1
Y
87
2 5
1
N
205 178
18 28
1
Y
42 173 81
2 4
1
Y
46
43 47
1
Y
248 40
40 45
1
Y
86 37
31 40
1
Y
109 120
10 18
1
N
93 5
39 49
1
Y
242 44 102
44 54
1
Y
71 233 82
3 13
1
Y
191 229 171
46 49
1
Y
44
20 21
1
N
230 10 81
14 19
1
Y
204
47 50
1
Y
16 50 215
10 15
1
Y
68
28 38
1
Y
89 124 75
29 32
1
N
224 37 162
27 29
1
N
94 199
34 43
1
Y
5
47 53
1
Y
149 147 78
32 38
1
N
119
37 45
1
Y
147 213 123
20 27
1
Y
2 181
55 56
1
Y
18 248 240
6 16
1
Y
38 25
14 16
1
Y
1 157
29 29
1
Y
194 71
48 52
1
Y
246
15 16
1
Y
8
1 3
1
Y
181
17 23
1
Y
234 111
1 11
1
N
106 229
32 32
1
N
15
28 35
1
Y
149 212
19 26
1
Y
159 99
58 59
1
Y
64
31 39
1
N
123 158
25 35
1
Y
16
16 16
1
Y
66
53 54
1
Y
8
4 5
1
N
208
50 52
1
N
175
0 7
1
Y
249
24 26
1
Y
151 110 42
58 59
1
Y
226 73 113
14 23
1
Y
39 120 110
5 15
1
Y
188 130
39 39
1
Y
28
19 27
1
Y
240 168
3 11
1
Y
22 53 42
43 51
1
Y
142 149
20 25
1
Y
153 34
33 33
1
Y
191
11 12
1
Y
217
10 13
1
Y
27 64
14 18
1
Y
6 13 192
4 9
1
Y
93 180
4 13
1
Y
9 168 240
53 54
1
Y
107 27
41 48
1
Y
182 8
28 33
1
Y
90
44 54
1
Y
242 38 165
9 12
1
Y
225 223
19 23
1
Y
234 91 101
5 14
1
Y
37 116 186
25 32
1
Y
59
34 38
1
Y
210 225 22
12 14
1
Y
69 24
43 53
1
Y
184 35 167
29 32
1
Y
205 36
57 59
1
Y
124
44 48
1
Y
156 45
31 33
1
Y
2 59 160
15 17
1
N
63 103
47 51
1
Y
210
44 48
1
N
25 45
38 42
1
Y
157 231 177
35 44
1
Y
36
8 17
1
Y
36 135
29 38
1
Y
210 51
45 50
1
Y
119 163
48 52
1
N
35 201 165
39 49
1
Y
108 87 176
19 22
1
N
114 194
18 24
1
Y
76
51 60
1
N
47 34
15 25
1
Y
90 222
21 27
1
Y
72
37 39
1
Y
191 2 95
0 6
1
Y
160
28 29
1
Y
8
52 59
1
Y
58 98 75
55 56
1
Y
206
49 52
1
Y
112
38 42
1
Y
205 155 34
30 35
1
Y
186 18
29 34
1
Y
75
13 19
1
Y
141 149
16 21
1
Y
40
45 51
1
Y
241 25 112
36 43
1
N
74
39 41
1
Y
14
36 43
1
Y
144 128 69
23 26
1
Y
96 237 212
37 43
1
Y
209
49 59
1
Y
90 73
24 30
1
Y
176 183
41 42
1
Y
103 136
14 19
1
Y
113 77
16 24
1
Y
113 186 68
36 37
1
Y
123 85
5 14
1
Y
73
50 56
1
Y
100 83 98
29 35
1
Y
1 206 52
28 31
1
N
222 146 70
40 50
1
Y
218
8 17
1
Y
237
17 18
1
Y
60 39
54 59
