1
200 1000
122 119 4
122 149 3
122 16 2
122 162 2
122 107 5
122 92 2
123 92 5
123 198 5
123 72 5
123 2 4
123 106 1
123 47 2
124 40 1
124 60 4
124 79 1
125 2 2
125 83 2
126 176 5
126 130 4
126 189 5
126 156 2
126 195 4
126 129 2
127 1 2
127 181 4
127 180 1
127 61 5
127 18 5
128 160 3
128 178 3
128 78 3
129 133 1
129 61 5
129 126 2
129 81 4
130 38 5
130 76 4
130 126 4
130 16 4
130 173 3
131 181 1
131 107 5
131 80 1
131 168 5
131 78 3
132 7 5
132 174 3
132 82 1
132 167 1
133 199 2
133 129 1
133 194 3
133 178 4
133 6 5
133 187 3
133 176 2
133 105 3
133 135 1
133 190 5
134 7 5
134 114 2
134 25 1
134 184 5
134 194 5
134 15 3
134 171 1
135 177 3
135 133 1
136 137 4
136 90 2
136 150 5
136 157 3
136 193 4
136 58 2
137 136 4
137 77 2
137 161 3
137 181 4
137 180 2
137 118 5
137 98 5
137 31 4
138 65 3
138 178 1
138 184 1
138 13 2
139 64 5
139 23 3
139 85 5
139 192 2
139 46 3
139 147 1
139 84 5
139 78 5
140 162 3
140 195 2
140 9 2
140 190 1
140 176 2
140 7 4
141 175 4
141 193 1
141 189 1
142 181 1
142 40 1
142 85 3
143 1 5
144 74 5
144 48 1
144 197 3
144 44 3
144 38 3
145 85 2
145 4 3
145 52 3
145 168 5
146 118 5
146 69 1
147 48 1
147 111 4
147 199 3
147 139 1
147 152 2
148 12 4
148 2 4
148 13 1
149 108 5
149 22 3
149 8 1
149 122 3
149 188 2
149 86 5
150 69 3
150 33 1
150 136 5
150 158 2
150 38 3
151 117 5
151 65 3
151 15 5
152 187 4
152 24 2
152 147 2
152 163 5
153 39 2
153 68 5
153 67 5
153 52 1
153 30 5
153 192 2
153 8 5
153 26 4
154 116 3
154 160 5
154 20 5
155 22 3
155 58 3
155 115 2
155 175 3
156 51 1
156 126 2
156 37 3
156 82 1
157 136 3
157 31 1
157 41 2
157 110 1
157 180 4
157 106 3
157 78 5
158 94 4
158 9 4
158 150 2
158 92 4
158 89 4
158 67 2
158 97 4
159 1 3
159 85 3
159 61 2
159 58 4
159 97 1
159 174 3
160 128 3
160 184 2
160 154 5
161 174 2
161 108 5
161 137 3
161 62 3
161 3 5
161 36 3
161 41 2
161 13 4
162 140 3
162 20 5
162 56 3
162 75 1
162 40 3
162 15 5
162 23 3
162 38 2
162 118 5
162 122 2
162 33 4
163 13 5
163 49 1
163 171 3
163 152 5
163 164 1
164 89 3
164 17 4
164 190 3
164 21 5
164 163 1
165 197 5
165 27 3
165 49 2
165 84 5
166 0 5
166 174 5
166 197 2
166 1 4
166 58 3
167 176 4
167 0 1
167 9 1
167 196 5
167 193 4
167 132 1
168 87 5
168 118 4
168 180 2
168 131 5
168 88 4
168 145 5
169 115 1
169 55 1
169 80 5
169 26 1
169 88 1
170 39 4
170 42 5
170 23 2
171 119 4
171 187 1
171 106 1
171 104 1
171 163 3
171 195 4
171 134 1
171 186 3
171 7 1
171 15 5
172 103 3
172 69 1
173 112 3
173 130 3
173 33 5
174 161 2
174 94 5
174 166 5
174 17 2
174 11 3
174 132 3
174 105 2
174 159 3
175 68 1
175 141 4
175 195 3
175 155 3
176 167 4
176 126 5
176 184 5
176 63 1
176 42 2
176 140 2
176 133 2
177 120 1
177 135 3
177 21 2
177 195 2
177 38 2
178 96 1
178 75 4
178 133 4
178 128 3
178 138 1
179 12 5
179 39 2
179 27 2
180 3 2
180 137 2
180 127 1
180 157 4
180 168 2
180 17 4
181 131 1
181 142 1
181 109 4
181 127 4
181 137 4
181 106 2
181 49 2
181 61 3
182 57 3
182 197 5
182 118 5
182 7 4
183 192 1
183 1 5
184 160 2
184 176 5
184 134 5
184 78 2
184 138 1
185 55 1
186 7 2
186 191 4
186 171 3
187 49 2
187 171 1
187 152 4
187 133 3
187 120 1
187 30 5
187 0 1
188 68 4
188 92 1
188 53 2
188 18 1
188 149 2
188 77 1
189 126 5
189 30 4
189 111 3
189 141 1
190 194 1
190 197 1
190 80 4
190 49 4
190 140 1
190 164 3
190 133 5
191 186 4
191 39 4
191 18 2
191 92 3
191 63 3
191 104 1
192 183 1
192 153 2
192 139 2
192 116 3
193 141 1
193 136 4
193 39 4
193 167 4
194 190 1
194 134 5
194 133 3
194 104 2
194 105 4
194 58 3
194 70 2
195 140 2
195 74 2
195 171 4
195 177 2
195 126 4
195 40 2
195 175 3
196 4 1
196 111 1
196 167 5
197 165 5
197 166 2
197 190 1
197 182 5
197 144 3
197 51 5
197 83 2
198 61 3
198 123 5
198 117 2
199 133 2
199 103 1
199 147 3
199 112 1
199 50 5
500
1
Y
41
41 50
1
Y
14 85 153
52 54
1
Y
180
23 30
1
Y
82 115
10 18
1
Y
67
31 37
1
N
187
31 33
1
Y
64
14 18
1
Y
171 143 65
53 58
1
Y
175 123
20 25
1
Y
144 107
48 51
1
Y
94 43
28 30
1
Y
37
42 51
1
Y
44 34 183
56 57
1
Y
101
32 38
1
Y
131 193 162
6 10
1
Y
109
2 11
1
Y
8 92 35
44 54
1
Y
28 143
44 51
1
Y
57 68
13 16
1
Y
60
28 29
1
Y
160
8 10
1
N
153
15 18
1
Y
4 141
0 1
1
Y
1
5 14
1
Y
110
34 44
1
Y
187 69 96
25 31
1
Y
90 89 165
45 45
1
N
76
31 39
1
Y
151 183
35 44
1
N
37
16 21
1
Y
67
27 30
1
N
166 55
0 5
1
Y
58
22 24
1
Y
98
16 20
1
Y
50 53
24 33
1
Y
179 191 192
13 20
1
Y
3
19 20
1
Y
122
44 54
1
Y
4 8
36 41
1
Y
34 18 97
5 6
1
Y
155 142 156
23 27
1
Y
6 55
13 19
1
N
185
49 50
1
Y
127
28 31
1
Y
49 184 39
13 13
1
N
70 100 54
19 27
1
Y
63
27 32
1
Y
199 40
4 6
1
N
123
43 45
1
N
76
35 43
1
Y
138 39
29 29
1
Y
180
24 34
1
N
124 114
44 53
1
Y
191
12 17
1
Y
70 61
8 11
1
Y
138
12 21
1
Y
69 120 68
6 15
1
Y
131 95 186
3 11
1
Y
131 38 187
22 27
1
Y
116
51 54
1
Y
124 159
24 30
1
Y
2 27
16 22
1
Y
153
34 42
1
N
92 180
19 25
1
N
198 121
39 48
1
Y
42 17
30 33
1
N
167 3 177
2 4
1
Y
153 126
21 26
1
Y
146
15 23
1
Y
126
12 14
1
Y
67 119 18
28 33
1
Y
177 133
54 60
1
Y
145 174
11 21
1
Y
72 170 11
17 24
1
Y
189 71 60
55 59
1
Y
73
33 33
1
Y
84 107 9
22 24
1
N
47 96 100
24 28
1
Y
83
14 17
1
Y
12
48 52
1
N
69 90 133
5 14
1
Y
8 96 180
25 34
1
Y
185 76
25 29
1
Y
2 46
35 45
1
Y
65 68 118
6 14
1
Y
181 111
51 60
1
Y
92 166
5 9
1
Y
19 144
14 24
1
Y
149 3 97
24 24
1
Y
53 39
29 30
1
N
159 7
24 25
1
Y
108
23 24
1
Y
67 93 23
37 40
1
Y
141 52
7 7
1
Y
38
6 10
1
Y
19 56
0 2
1
Y
199 163
33 39
1
Y
109
12 19
1
N
184
20 25
1
Y
94 1 162
4 9
1
Y
88
25 25
1
N
69
3 5
1
Y
123 118
8 11
1
Y
84 161 144
54 54
1
Y
3 52
34 37
1
N
88 197 37
6 13
1
Y
43
39 47
1
N
32
22 25
1
Y
45
9 16
1
Y
135 42 157
42 52
1
Y
8 0 174
16 24
1
Y
97
6 6
1
Y
1
16 17
1
N
78
25 33
1
N
169
0 8
1
Y
134 83
28 34
1
Y
142
41 47
1
N
8
45 52
1
Y
2 85
34 43
1
Y
163
43 53
1
Y
77 117
40 42
1
Y
20 89 184
33 43
1
Y
65 81
49 50
1
Y
60
52 53
1
N
69 156 46
35 44
1
Y
110 95 3
26 36
1
Y
40
6 16
1
Y
151 42 155
44 54
1
Y
53 110 72
48 48
1
Y
161
42 42
1
Y
74
12 12
1
Y
14 97 79
50 56
1
Y
95 76
44 54
1
N
109 135 145
25 26
1
Y
96
46 46
1
Y
58
44 50
1
Y
15 43
19 20
1
Y
146 156 36
18 19
1
Y
191 168 25
50 53
1
Y
122
36 42
1
Y
60
12 15
1
N
112 153
45 47
1
N
14
0 5
1
Y
58 168 125
42 49
1
Y
80
25 30
1
Y
187
4 5
1
Y
182 110
40 46
1
N
27 0
7 14
1
Y
109
23 33
1
Y
167
0 2
1
Y
188 163
20 25
1
N
3 150 167
4 11
1
Y
131
9 19
1
Y
52 56 8
49 57
1
Y
26 0 196
59 60
1
Y
43 125 196
11 19
1
Y
33
49 51
1
Y
47 52
6 16
1
Y
127 34
24 34
1
Y
96 150 35
38 41
1
Y
24 31
20 26
1
Y
57
21 29
1
Y
32 35 117
44 50
1
Y
24 191
19 26
1
Y
42 63 46
49 59
1
Y
51
8 8
1
Y
119 46
0 10
1
Y
27 161 82
45 45
1
Y
110 127 61
9 10
1
N
194 85
20 30
1
Y
49 126
0 10
1
Y
125
6 8
1
Y
194
14 24
1
Y
155 114
19 22
1
Y
69
17 20
1
Y
98 25 128
10 15
1
Y
128
28 29
1
N
186 86 48
14 15
1
N
97
29 34
1
N
132 81
3 11
1
Y
24
36 39
1
Y
105
38 39
1
Y
150
44 47
1
Y
161 188 41
40 45
1
N
156
4 9
1
N
191
27 36
1
Y
195 144 20
31 33
1
Y
78
56 60
1
Y
49 178
25 25
1
Y
127
41 44
1
Y
134 48 142
6 10
1
Y
112 187 119
30 30
1
N
61 8 98
15 23
1
Y
83 10
3 5
1
Y
38
53 59
1
N
107 117 23
49 59
1
Y
33
16 22
1
N
97 169 27
37 45
1
N
86 6
4 12
1
Y
113 128
37 46
1
Y
183 122 173
30 30
1
Y
17 138
42 45
1
Y
9 196 76
29 29
1
Y
98
1 7
1
Y
76 73 142
49 49
1
N
79
7 14
1
Y
104 102
39 40
1
Y
149 125
20 28
1
N
21
23 30
1
Y
105 36
21 29
1
Y
2 34 197
38 47
1
Y
119 145 130
47 56
1
Y
44 48 197
28 33
1
Y
184 63
38 48
1
Y
13
19 21
1
Y
24 25
18 19
1
N
68
39 49
1
N
182
5 11
1
Y
176
21 22
1
Y
101 188
29 36
1
Y
184 156
2 5
1
N
111 125
20 25
1
N
162
42 50
1
Y
25
31 41
1
Y
110 137
19 21
1
Y
111 181
1 1
1
Y
34
48 57
1
Y
55 129 152
22 30
1
Y
37 127 181
22 25
1
N
38
24 31
1
N
94
47 51
1
Y
168 24 0
37 39
1
Y
153 50
19 28
1
Y
178 153
52 58
1
Y
135
27 31
1
N
71 66 32
18 27
1
Y
126 39
8 18
1
N
182
8 10
1
Y
114
12 12
1
Y
101
9 9
1
N
0
46 53
1
Y
165 163 4
33 38
1
N
161 120
46 52
1
N
39 70 163
31 33
1
Y
193 125
5 12
1
Y
190
58 60
1
Y
39 188
18 22
1
Y
34 165 4
18 27
1
Y
134 198
27 33
1
N
144
41 48
1
Y
44
29 29
1
Y
38
26 35
1
Y
47
3 3
1
N
185 1 144
26 32
1
N
2 58 41
9 14
1
Y
25 167 47
46 48
1
Y
118
50 53
1
Y
167 129
57 57
1
Y
133
23 31
1
Y
149 99
54 55
1
Y
61 66 84
35 40
1
Y
172
49 50
1
N
11 6
2 7
1
N
108 172
53 59
1
Y
60
41 49
1
N
108
23 32
1
Y
54 160
32 42
1
N
181 87
5 10
1
Y
61 8 118
45 47
1
Y
42 149
20 20
1
N
62 150
4 9
1
Y
29 71 106
9 17
1
Y
113 35 126
28 38
1
Y
148
51 54
1
Y
91 112
48 56
1
Y
186 156 180
32 40
1
Y
196
51 56
1
Y
120 159
29 35
1
Y
135
23 23
1
Y
136
29 29
1
Y
190 79
29 31
1
Y
158 33 85
42 50
1
N
84 99
25 25
1
Y
25 34 73
35 38
1
Y
47 179
48 50
1
N
128
21 29
1
N
9 27 45
27 27
1
N
140 152
20 21
1
Y
23 60
6 16
1
Y
189
46 49
1
Y
60 105
9 16
1
N
6
5 9
1
Y
16 109 78
2 9
1
Y
120
2 7
1
Y
168
3 3
1
N
138 12
39 46
1
Y
88
19 29
1
Y
32
45 46
1
Y
86 142
49 49
1
Y
12 99 23
43 50
1
Y
191
35 38
1
Y
55 32 0
9 14
1
Y
81
9 15
1
Y
174
54 60
1
Y
110 27 0
20 21
1
Y
11 106 80
38 47
1
Y
68
17 25
1
Y
135
22 30
1
Y
174
34 44
1
Y
124
34 34
1
Y
156
45 51
1
Y
92 42
20 20
1
Y
139 141
4 7
1
N
164 146
3 4
1
Y
42
14 20
1
Y
115 164
9 11
1
Y
26
52 57
1
Y
64 53
0 9
1
N
153 15 185
23 28
1
N
57 195
46 51
1
Y
125 40 72
12 13
1
N
51
2 2
1
Y
23
37 40
1
Y
186 43
40 49
1
Y
56 6 104
26 30
1
Y
97 84
34 40
1
Y
128
50 50
1
Y
10 85
30 30
1
Y
127 4
50 55
1
Y
176 128 82
25 33
1
Y
64 68
30 37
1
N
45 38 30
38 44
1
N
96 57 36
20 27
1
N
124 79
41 48
1
Y
38 195 26
32 38
1
N
142 193
25 26
1
Y
199 104 94
19 23
1
Y
137 36 39
40 41
1
Y
90
0 5
1
N
68
9 11
1
N
175
53 53
1
Y
167
10 10
1
Y
78
17 21
1
N
46
12 22
1
Y
125
52 52
1
N
46 161 96
40 44
1
Y
189 131
57 60
1
N
163
33 33
1
N
108 67 133
38 44
1
Y
49
21 22
1
N
118 157
33 43
1
Y
46
44 45
1
Y
53 191
4 12
1
Y
67 35
43 52
1
Y
83 199
46 51
1
Y
187 172 168
17 27
1
Y
164
6 8
1
Y
130 24
60 60
1
N
74 13 179
49 56
1
Y
29 116 162
57 57
1
Y
148 153
50 60
1
N
24
2 8
1
Y
31 7 186
48 51
1
Y
12 9
12 19
1
Y
72
55 57
1
N
101
28 31
1
Y
69 132
33 41
1
Y
39 128
40 50
1
N
83
52 54
1
Y
118 145
42 50
1
Y
48
38 39
1
Y
96
38 42
1
Y
166
36 44
1
Y
149
46 53
1
Y
155 82 69
3 6
1
Y
47 140 2
24 27
1
Y
48 182
13 19
1
Y
102 155
46 52
1
Y
113 158
12 13
1
Y
131 18
40 45
1
Y
30 10
30 40
1
Y
109 111
1 9
1
N
166 12
50 59
1
Y
20
11 12
1
Y
39
40 49
1
Y
39
23 25
1
Y
194 70
5 7
1
Y
181
16 25
1
Y
38 3
38 47
1
Y
192
7 15
1
Y
189 104
37 45
1
N
37 145 131
2 10
1
N
101 156
15 20
1
Y
124
40 41
1
N
196 194
47 54
1
Y
14
14 20
1
Y
45 15
31 40
1
Y
138 190
26 29
1
N
97 144 132
34 44
1
Y
114 109
32 42
1
Y
47 164 46
11 11
1
Y
6
55 58
1
Y
99
41 46
1
Y
66
30 30
1
N
51 13
41 49
1
Y
174
4 8
1
Y
165
21 25
1
Y
90 140 126
46 52
1
Y
141 49 156
3 13
1
N
5 77
54 60
1
Y
16
19 23
1
N
42
15 24
1
N
157 135
24 25
1
Y
8 4
30 37
1
Y
114
37 37
1
Y
56 10 194
11 20
1
Y
70
49 56
1
Y
95 127
7 17
1
Y
117 98 198
26 32
1
Y
124 153
37 46
1
Y
170 104 54
40 47
1
N
57 29 153
10 14
1
Y
74 116
53 57
1
Y
122 70
34 43
1
Y
185
2 2
1
Y
84 160 182
26 33
1
Y
2 7 147
30 31
1
Y
7 66 119
45 47
1
N
139 13 68
8 13
1
Y
183 190 180
58 58
1
Y
43 6 184
49 58
1
Y
156
32 34
1
Y
185
47 53
1
Y
15 107
20 28
1
N
84
42 48
1
Y
97
2 12
1
Y
67
19 26
1
N
177
42 48
1
Y
102
34 37
1
Y
6
3 12
1
N
133
4 7
1
Y
54
44 54
1
Y
177
22 30
1
Y
76 146
6 8
1
Y
110 49 167
26 33
1
Y
158 120 131
29 38
1
Y
50
46 50
1
Y
70 8
53 54
1
Y
142
19 26
1
Y
150 75
43 45
1
Y
130 172
33 35
1
Y
59
16 24
1
Y
182
12 15
1
Y
148 165
35 39
1
Y
140 109
46 49
1
N
171 114
29 31
1
Y
198 111 195
3 4
1
N
72 176
33 36
1
Y
105
8 13
1
Y
37
2 2
1
Y
80 143
48 48
1
Y
84 111 106
47 57
1
Y
96 168
6 11
1
Y
83 29 72
42 48
1
Y
151 122
26 32
1
Y
113
24 34
1
Y
104 73 148
56 58
1
Y
114 180
57 60
1
Y
112
39 47
1
Y
16 45
26 33
1
Y
155 23
16 21
1
Y
45 134 162
48 50
1
Y
60 140 46
38 47
1
N
111
31 31
1
Y
17 129 125
48 50
1
Y
16 44 51
20 28
1
Y
110 25 90
23 32
1
Y
163 116
2 4
1
Y
63
58 58
1
Y
179 8
26 32
1
N
65
45 53
1
Y
52 196 107
14 23
1
Y
122
33 39
1
Y
188
26 36
1
Y
12 16 132
19 19
1
Y
54 161 94
19 22
1
Y
80 27
42 49
1
Y
168 1 23
19 21
1
Y
31 82
10 10
1
Y
117 53
24 32
1
N
17 92 52
57 58
1
N
17
27 29
1
N
1
13 14
1
Y
104
15 23
1
N
75 59 109
8 16
1
N
124 50 197
40 48
1
Y
160 137
39 41
1
Y
181 111
47 47
1
Y
12 39 62
44 54
1
Y
82 48 57
19 27
