1
100 500
46 37 2
46 96 5
47 35 2
47 31 1
47 82 1
47 51 1
47 9 5
47 34 1
48 71 1
49 32 3
49 83 3
49 24 2
49 79 1
49 1 5
49 55 5
49 23 3
50 43 5
50 74 1
50 41 1
50 59 2
50 23 3
51 6 3
51 30 4
51 58 3
51 47 1
51 88 1
51 22 3
51 52 5
51 29 4
52 60 5
52 45 1
52 38 2
52 56 2
52 12 2
52 51 5
53 55 5
53 20 3
53 88 5
53 26 1
53 62 2
53 5 1
54 4 4
54 23 1
55 53 5
55 42 1
55 32 2
55 5 4
55 60 3
55 68 2
55 31 1
55 19 1
55 49 5
55 21 3
56 29 4
56 67 3
56 6 5
56 52 2
56 24 5
56 38 4
56 30 1
56 5 2
57 92 4
57 59 2
57 30 1
57 39 3
58 70 4
58 16 4
58 0 1
58 51 3
58 72 2
58 67 5
58 44 2
58 97 4
58 4 3
59 40 2
59 19 5
59 26 5
59 45 5
59 57 2
59 9 1
59 23 2
59 31 4
59 50 2
59 60 3
60 52 5
60 21 3
60 14 3
60 96 4
60 32 5
60 55 3
60 6 4
60 43 4
60 28 5
60 59 3
60 39 5
61 84 4
61 24 4
61 45 2
61 87 2
62 53 2
62 36 2
63 46 2
63 80 1
63 64 5
64 3 1
64 87 3
64 33 4
64 6 2
64 30 5
64 17 2
64 63 5
64 96 4
65 68 2
65 22 3
65 35 3
65 88 5
65 14 3
65 86 4
66 36 3
66 22 5
66 70 5
66 29 2
66 4 5
66 94 3
67 17 4
67 3 5
67 41 3
67 56 3
67 38 1
67 13 5
67 58 5
67 33 2
68 65 2
68 83 5
68 74 5
68 20 5
68 72 5
68 45 3
68 55 2
68 18 1
68 88 1
69 11 4
69 30 5
70 76 4
70 58 4
70 66 5
71 48 1
71 97 2
72 12 3
72 58 2
72 68 5
72 83 4
72 29 3
72 24 1
72 88 5
73 34 5
73 29 2
73 85 4
73 45 2
74 68 5
74 76 4
74 50 1
74 20 2
75 4 5
76 28 4
76 70 4
76 74 4
76 30 1
77 6 1
78 82 5
78 20 3
78 38 3
79 39 5
79 49 1
79 18 3
79 30 5
80 11 5
80 87 3
80 63 1
81 21 2
81 27 4
82 96 2
82 20 4
82 78 5
82 98 2
82 47 1
83 68 5
83 85 3
83 88 4
83 49 3
83 6 4
83 21 2
83 72 4
84 61 4
84 3 2
84 28 5
84 6 3
85 37 3
85 83 3
85 73 4
85 88 2
85 38 5
85 13 5
86 28 4
86 65 4
87 7 2
87 34 3
87 64 3
87 80 3
87 61 2
88 83 4
88 21 1
88 6 5
88 27 3
88 34 2
88 53 5
88 51 1
88 65 5
88 85 2
88 68 1
88 72 5
89 40 1
90 5 5
90 37 1
90 13 2
90 27 5
90 6 4
91 3 4
91 30 2
91 24 5
92 41 1
92 99 3
92 57 4
92 43 5
92 21 1
93 24 2
93 35 3
93 38 2
94 1 5
94 37 4
94 15 2
94 66 3
95 8 4
96 82 2
96 28 2
96 32 4
96 10 4
96 60 4
96 6 3
96 46 5
96 13 1
96 23 1
96 64 4
96 5 1
97 39 3
97 33 2
97 71 2
97 23 5
97 58 4
97 37 5
98 82 2
98 14 5
99 92 3
99 7 5
500
1
N
94 88 76
16 26
1
Y
22 13 86
39 40
1
Y
73
35 44
1
Y
5 72
22 32
1
Y
15 57
49 50
1
Y
91 84 10
5 13
1
N
93 49 10
44 53
1
Y
25 52 41
19 19
1
Y
94 97 22
24 27
1
Y
71 61
17 17
1
Y
52
50 55
1
Y
18 17
2 5
1
Y
7 5
41 50
1
Y
5 18
45 55
1
Y
28 54
37 40
1
N
31
43 43
1
Y
2
44 50
1
Y
19
51 58
1
Y
15 48
26 34
1
N
92
41 42
1
N
90 46
54 56
1
Y
26 92 68
33 34
1
Y
37
8 16
1
Y
89 67
4 4
1
N
1
9 9
1
Y
57 74 43
1 1
1
N
56
30 30
1
N
68 9 37
23 33
1
Y
96 32 51
51 56
1
Y
74
23 24
1
Y
46
1 1
1
Y
54 92
2 5
1
Y
93
4 5
1
Y
19 31 72
28 30
1
Y
83
4 9
1
Y
22
51 53
1
Y
68 5
40 49
1
N
73
53 55
1
Y
2 6
29 34
1
Y
70
13 15
1
Y
82 96
15 23
1
Y
62 1
22 24
1
Y
20 44
54 59
1
Y
51
30 40
1
Y
61 31 24
28 38
1
Y
76
6 10
1
Y
44
6 16
1
Y
1 20
3 10
1
N
18
19 24
1
Y
29 90
12 16
1
Y
91
8 10
1
Y
28 50 99
42 52
1
Y
71 51
3 12
1
Y
38
49 54
1
Y
65
6 9
1
Y
21 14 26
49 50
1
N
39 18
18 19
1
Y
17 28 33
2 6
1
N
46 68
5 11
1
Y
12 45 7
19 27
1
Y
61
8 18
1
Y
89 58 98
36 43
1
Y
77
10 13
1
Y
74 56 59
42 46
1
N
24
33 34
1
Y
89 60 97
2 8
1
Y
59 42
58 58
1
Y
85 55 32
36 41
1
Y
8 7 50
35 42
1
Y
87 73
26 34
1
Y
31
0 9
1
Y
9 0
15 24
1
N
21
37 41
1
Y
57 33 20
46 54
1
Y
82 96
21 30
1
Y
58 96
46 49
1
Y
55 46 25
15 15
1
Y
6 4
51 58
1
Y
42 55 15
22 26
1
Y
60 70 59
43 45
1
Y
27 92 59
19 19
1
Y
32 30
10 19
1
Y
53
1 4
1
Y
43
42 52
1
Y
91 54 34
41 45
1
Y
40 13
12 18
1
Y
72
7 9
1
N
68 93 46
30 36
1
Y
82 35 60
2 2
1
Y
89
21 29
1
N
21 43
28 31
1
Y
97
5 9
1
Y
63 40
16 20
1
N
78 53 30
13 16
1
Y
73
52 53
1
Y
64 0 54
45 48
1
Y
24
38 48
1
Y
52 22 41
35 35
1
Y
82 57
42 44
1
N
19 5 13
1 5
1
Y
97 21 42
21 24
1
Y
88 74 90
6 13
1
Y
26 47 14
54 60
1
Y
41 65 69
25 29
1
N
55
3 12
1
Y
51 68 10
47 48
1
Y
76 90 47
33 35
1
Y
51
16 16
1
Y
97
27 36
1
Y
95
27 29
1
N
3
14 24
1
Y
10
26 34
1
Y
13 48
44 45
1
N
0 18 22
1 9
1
Y
16 20
42 45
1
Y
78
30 35
1
Y
82 48
45 46
1
Y
11 29
44 46
1
Y
75
27 31
1
Y
35 51 90
34 41
1
Y
58
28 28
1
Y
93 13
8 13
1
Y
80
5 13
1
Y
20 22 57
8 8
1
Y
20 55
3 11
1
Y
37
43 50
1
N
62 52 0
49 54
1
N
31 81
41 47
1
Y
82 15 37
49 56
1
Y
4 59
44 52
1
Y
46 8 80
45 51
1
Y
90
16 20
1
Y
90
35 43
1
N
78
20 26
1
Y
96 52 26
47 50
1
N
3 5
45 50
1
Y
5 72
40 47
1
Y
90
18 28
1
N
56 71 82
7 11
1
N
24 91
0 10
1
Y
40
7 17
1
Y
15 21 1
21 26
1
Y
49 71
2 3
1
Y
18
24 32
1
Y
29 19
3 11
1
N
5 89
37 42
1
Y
24 91 54
22 26
1
Y
77 81 78
10 19
1
N
85
56 58
1
Y
63 61 1
19 29
1
Y
42
42 52
1
Y
25 91
31 40
1
Y
61 56 5
19 19
1
Y
54 12 22
30 40
1
Y
23
20 20
1
Y
75 10
49 57
1
N
72 97 23
24 32
1
Y
8 50
53 60
1
Y
33 52
0 8
1
Y
59
1 4
1
Y
76 53
37 44
1
Y
82 91
32 36
1
Y
44 94 67
53 60
1
Y
91 88 74
23 31
1
Y
77
60 60
1
Y
52
20 28
1
Y
55 65
5 12
1
Y
33 80 99
13 17
1
Y
19 52 54
0 4
1
Y
85
10 17
1
Y
53 51
42 42
1
N
42
26 31
1
N
29 62 14
13 22
1
Y
82 1 85
46 51
1
Y
42 26
40 42
1
Y
50
35 41
1
Y
63
44 50
1
Y
79 54
24 29
1
Y
42
4 11
1
Y
38
42 52
1
N
2 14 98
28 32
1
Y
12 96 85
31 36
1
Y
20 52
28 31
1
Y
91 35 5
30 31
1
Y
32
51 60
1
Y
5 19 66
47 53
1
Y
34 68 74
31 32
1
Y
79
19 29
1
Y
20 0 92
25 25
1
Y
45 14 2
26 28
1
Y
9
12 17
1
Y
14 42
50 50
1
Y
81
11 13
1
N
71 43 60
53 57
1
N
51
36 46
1
Y
66
2 4
1
Y
38
5 9
1
Y
96 15 51
50 53
1
Y
60
22 26
1
Y
68 9 10
24 29
1
Y
23 33
39 40
1
Y
66 96 95
8 15
1
Y
72 98
2 5
1
Y
32 9
45 55
1
Y
24 23 65
23 27
1
Y
10 14
9 12
1
Y
4 75
48 58
1
Y
65
46 55
1
Y
24 53 89
40 50
1
Y
71
2 2
1
Y
64 19 28
25 31
1
Y
59
17 26
1
N
17
53 59
1
Y
13
3 11
1
Y
74 19
22 22
1
Y
42
46 52
1
Y
9 1
46 51
1
Y
48 61
27 28
1
Y
3 38
49 58
1
N
7 62 90
32 37
1
N
10 14
13 17
1
Y
82 73
16 26
1
Y
59
10 17
1
Y
40 41
25 31
1
N
81 89
25 34
1
Y
32 58
40 49
1
Y
72 69 28
39 49
1
Y
42 66
53 56
1
N
22 89 34
42 46
1
Y
69
21 21
1
N
80 99 71
26 27
1
Y
1 67
36 41
1
N
17 89
40 48
1
N
8
9 13
1
Y
10 79
52 60
1
Y
21 3
3 7
1
Y
88 66
18 22
1
Y
59 46
5 7
1
N
31 48
43 43
1
N
9 94 44
31 31
1
Y
18
49 51
1
Y
58 59
16 26
1
Y
10 72
8 18
1
Y
14 22 27
38 47
1
Y
20 31
41 42
1
Y
37 64
8 13
1
Y
41 51
22 25
1
Y
26
21 26
1
Y
30 67
0 1
1
Y
79 44
50 51
1
N
93 74
16 24
1
N
65 12 73
9 10
1
Y
74 16 23
52 57
1
Y
75 17
20 29
1
Y
25
15 21
1
Y
90 21
14 16
1
Y
14 42
36 42
1
Y
33 0
29 38
1
N
16 64 29
38 41
1
Y
20 2 34
3 9
1
Y
99 9
52 58
1
Y
89 92
56 57
1
Y
36 51 47
36 36
1
Y
48 38 74
17 19
1
Y
43 92
47 50
1
Y
9
30 39
1
Y
41 73 0
33 34
1
N
17 25 69
49 59
1
Y
97 74
8 12
1
Y
18
53 53
1
Y
54
35 44
1
Y
66
24 27
1
Y
92 33
51 60
1
N
40 19
22 28
1
Y
96
54 59
1
Y
92 11 52
40 46
1
Y
20
41 47
1
Y
41 54 11
27 31
1
Y
4 16 15
38 47
1
Y
62 46
36 38
1
N
20
16 22
1
Y
27 2 89
35 40
1
Y
7 18
37 40
1
N
28
5 14
1
Y
63 80 69
52 57
1
Y
7 76 46
8 10
1
Y
41 55 71
37 45
1
Y
20 21 46
2 12
1
Y
79
19 21
1
Y
45 33
54 60
1
Y
23 82 47
4 12
1
Y
12
45 47
1
Y
81
4 8
1
Y
61 37 33
20 20
1
N
88
30 33
1
Y
86 40 10
7 16
1
Y
84 99
36 46
1
N
48 53 57
15 21
1
Y
13
36 38
1
Y
19
47 56
1
Y
0
30 35
1
Y
20 88
13 23
1
Y
43 78
32 40
1
Y
99 94 40
37 38
1
Y
93 66 24
55 59
1
N
44 40 70
37 46
1
N
79 58
16 22
1
N
6 95
3 13
1
Y
66
29 32
1
Y
1 74
38 44
1
Y
8
41 41
1
Y
93
49 58
1
Y
68
29 34
1
N
60
32 40
1
Y
45
43 44
1
N
23 86 76
25 31
1
N
97
16 16
1
N
29 89
30 30
1
Y
14 46
14 17
1
Y
55 15 34
4 10
1
Y
45 18 21
15 23
1
Y
59
6 13
1
Y
25 72 77
26 36
1
Y
1
28 31
1
Y
72 16
36 44
1
N
22 17
0 2
1
N
18 75 85
44 50
1
N
42 90
53 59
1
Y
88 82
33 41
1
Y
12 96 83
21 27
1
Y
0 67
11 20
1
Y
51 61 60
31 36
1
Y
83
47 51
1
Y
61
26 33
1
Y
28
11 19
1
Y
28 38 60
16 18
1
Y
39 66 53
38 47
1
Y
5 87
33 33
1
N
99
43 52
1
N
24 35 40
46 48
1
Y
31
16 18
1
Y
7
3 10
1
Y
91 28 2
6 9
1
Y
55 42 62
15 17
1
Y
55 68
32 40
1
Y
59 3
14 18
1
Y
86 79 88
40 47
1
Y
42
27 35
1
Y
3 35
24 32
1
Y
53
28 37
1
Y
5 34
3 8
1
Y
64 31 55
41 49
1
Y
10 40
3 11
1
Y
15
2 3
1
N
25 18 27
25 35
1
Y
21
46 46
1
Y
6 62 59
45 52
1
Y
79 74
5 7
1
Y
47 17
5 10
1
Y
96 80
53 58
1
Y
94 41 54
25 27
1
Y
79 76 96
9 9
1
Y
98 29 78
30 40
1
Y
60 67 20
22 23
1
Y
92 15
31 35
1
Y
32 10 96
11 21
1
Y
8
51 60
1
Y
8 57 14
40 41
1
Y
24 34
22 32
1
Y
80 67
55 55
1
Y
90 93 62
22 27
1
Y
18 4 50
1 2
1
Y
46 30
12 13
1
N
60 63
4 9
1
Y
34 16 98
49 58
1
Y
79 97 4
36 38
1
Y
36
13 21
1
Y
41 56 10
2 12
1
Y
28
21 28
1
Y
81 43 32
26 34
1
Y
75 24
14 15
1
Y
42
9 15
1
Y
50
38 48
1
Y
86 26 97
40 41
1
Y
75
39 39
1
Y
73
28 35
1
Y
84
10 13
1
Y
31 17
32 40
1
Y
34 33
28 36
1
Y
25 68
6 7
1
Y
68 58
17 26
1
Y
14
23 24
1
Y
99 7
10 12
1
Y
73 41 91
14 18
1
Y
10 28
35 43
1
Y
14
28 35
1
Y
46 5 67
16 17
1
N
7
27 34
1
N
22 44
44 53
1
Y
77
29 36
1
N
97
20 26
1
Y
30 59 43
47 49
1
Y
65 88
26 29
1
Y
62 50
4 13
1
Y
3 92 81
46 53
1
Y
24 40 47
37 44
1
Y
95
0 0
1
N
7
26 26
1
Y
68 97
52 59
1
Y
49 73 13
7 16
1
N
0 30
21 27
1
Y
32 80
4 13
1
Y
79
16 18
1
N
85 97
42 45
1
Y
66 72 10
46 56
1
Y
49 91
7 17
1
Y
98 39 56
45 51
1
Y
54 34 17
16 25
1
N
14 83 43
22 31
1
Y
96 11 76
40 45
1
Y
73
31 34
1
Y
6
44 54
1
Y
71
42 48
1
N
23 12
42 52
1
Y
83
5 9
1
N
10
26 33
1
N
14 95 93
7 13
1
Y
44
6 10
1
Y
26
1 1
1
Y
39 69
21 22
1
Y
69 59
38 42
1
Y
87 28
23 27
1
Y
24 43
28 37
1
Y
56 45 81
43 46
1
Y
45 63 86
39 49
1
Y
77 99 68
19 26
1
Y
45 17
46 51
1
Y
7
18 28
1
Y
25
36 39
1
Y
16
27 37
1
Y
40 57 79
4 7
1
Y
49 55 18
31 32
1
Y
45 52 72
40 45
1
Y
54 23 29
35 43
1
Y
24 25 29
3 5
1
Y
91 7 48
26 26
1
Y
40 90
44 44
1
Y
26 10
24 27
1
N
35 19 22
23 30
1
N
15 70
33 43
1
Y
49 76
11 12
1
Y
84 0 6
38 48
1
N
93 62 33
48 50
1
Y
37 12 95
22 27
1
N
96 26 28
7 16
1
Y
45 47
33 43
1
Y
98
48 52
1
Y
13 15 80
30 36
1
Y
70 42 75
12 13
1
Y
45
16 21
1
Y
99
31 40
1
Y
35
51 51
1
Y
81 27 74
49 53
1
Y
5 17
19 28
1
Y
92 67 56
7 15
1
Y
12
24 31
1
N
46 69
26 27
1
Y
56 61
32 32
1
Y
13 10
14 21
1
Y
61 2
14 20
1
Y
75 79
55 59
1
Y
31
7 15
1
Y
53 75
47 52
1
Y
5 34 15
0 3
1
Y
79
14 24
1
Y
28
12 16
1
N
43 42
8 18
1
Y
48
4 14
1
Y
21 27
39 39
1
Y
20 84
2 5
1
N
2 26 47
30 30
1
N
82 94 28
19 28
1
N
46 2
15 15
1
N
96 23
40 46
1
Y
80
55 60
1
Y
24 85 35
25 26
1
Y
30
1 11
1
Y
97 33
29 34
1
N
20
44 53
1
N
30 91 90
31 33
1
Y
27 88 30
6 7
1
Y
39 56
19 20
1
Y
46 77
6 7
1
Y
84
11 12
1
N
10
4 4
1
Y
40 37 98
44 47
1
Y
29 81
52 56
1
Y
30 56
22 32
1
Y
63 61
24 34
1
Y
21 24
18 22
